Sno,Random Ingredients,title,ingredients,instructions
89148,"cornstarch,half,yellow pepper,tomato sauce",Chunky Tomato Sauce," 3 cans stewed tomatoes in tomato sauce | 1 can tomato sauce | 1/4 cup yellow sweet pepper, diced ( fresh or frozen ) | 2 tablespoons cornstarch ","Combine all ingredients together in a large saucepan. Simmer, uncovered, on low heat, stirring occasionally, until thickened."
89149,"salmon,greek yogurt,soy sauce,lamb,apple cider",Korean-Asian Salmon With a Yoghurt Sauce," 1/2 - 1 lb salmon, cut into 3/4-inch chunks | 1 lb ground lamb | 1/2 cup thick greek yogurt ( preferably greek-style ) | 1/2 cup light soy sauce ( kikkoman ) | 1 -2 apple cider, chilled ","Mix ingredients, except the salmon pieces, until they are covered with the dressing."
89150,"mustard powder,corn bread mix,red chile",Chili Focaccia Bread Mix," 1/2 cup dry corn bread mix | 1/2 teaspoon mustard powder | 2 1/2 teaspoons dried red chile, crushed ","Combine bread mix, mustard, and red chili. If mixture is too dry, sprinkle with 1 tablespoon water. Mix well. Pour into a greased, 2 1/2 or 3 quart flat baking dish. Bake at 400 degrees f for 25 to 30 minutes, until loaf is dry. Cool to room temperature. Stir before removing from pan."
89151,"tabasco sauce,coconut rum,beef bouillon granule,arborio rice,eggplant,saffron strand,green olive",Brazilian Drunken Sticky Eggplant (Aubergine) Risotto," 6 large eggsplants, peeled and cut into short sticks | 3 1/2 ounces dried arborio rice or 3 1/2 ounces other long-grain rice | 5 tablespoons green olives ( sliced ) or 5 tablespoons olive oil | 6 saffron strands ( soaked in milk or water for 30 minutes ) | 1 tablespoon beef bouillon granules or 1 tablespoon brown rice sauce | 2 3 drops tabasco sauce | 3 cups homemade coconut rum ( or a mixture or two coco brandy ) ","Place 1 eggplant spear side by side in the work bowl of a food processor or blender. Add 1 tbls. Of the rice and process until smooth. Add 1 teaspoons of the chopped olives, 1/2 teaspoons salt, and the beef bouillon to the eggplant mixture. Pulse 3 - 4 times or until thoroughly combined. In a large saucepan, heat the remaining olive oil over medium heat. Season with 1/4 teaspoon each of salt and pepper, and add 2 heaping tablespoons of rice mixture."
89152,"green pepper,beef tenderloin",Green Peppers, 1 lb beef tenderloin | 24 jumbo green peppers ,"Place tenderloin on a broiler pan. Broil under a preheated broiler about 3 to 4 minutes. Turn tenderloin and broil the other side. This can also be accomplished by laying a piece on kitchen towels, and sprinkling a few drops of water around the tenderloin. Serve with sour cream or your favourite side dish. This should keep for at least a few days in the refrigerator."
89153,"chive,white bread,olive,peanut butter",Simple Peanut Butter Snack, 1 loaf white bread | 1 jar roasted peanuts | 2 packages crunchy peanut butter | 1 tablespoon snipped fresh chives ,"Preheat oven to 325 degrees f. Cut the loaf of bread into 1/2 inch slices. Place slices on an ungreased baking sheet and cook for 20 minutes or until golden, turning once."
89154,"beef tenderloin,apple pie filling,water,msg,wine,hungarian paprika,chive,caper",Tatties (Beef Tenderloin), 3 lbs beef tenderloin | 4 teaspoons hungarian sweet paprika | 1/2 cup apple pie filling | 1 tablespoon chives | 1 tablespoon capers | 1/2 cup champagne | 1 cup water | 2 teaspoons vinegar ,"Preparation of the meat. Combine the paprika, 1/2 cup water and 1 teaspoon cornstarch in a gallon size plastic bag. Add the beef tenderloin and marinate overnight, turning a few times. Drain the beef and discard the marinade. Preheat oven to 400 degrees fahrenheit. Cut a slit on each side of the tenderloin about 1/2 inch wide, and score 4 diagonal slits at the thickest part of the tenderloin to make a diamond pattern. Insert a small dab of the remaining 2 teaspoons of cornstarch along the slit. Dribble the remaining 1/2 cup water on top and rub it onto the cut surfaces, making sure there are no pockets, or else they will stick. Place the tenderloin on a rack in a roasting pan and roast for 1 hour and 15 minutes or until done, basting occasionally with the pan juices. When the meat is done, remove from the oven and let rest in the juices for 20 minutes. To make the glaze. Combine the apple pie filling, chives, capers, and capers in a small bowl, and combine with the champagne and water. Pour the glaze over the meat and serve."
89155,"double cream,streaky bacon,rigatoni pasta,chicken stock cube","Maggie Beer's Rigatoni, Bacon and Chicken Soup"," 150 g streaky bacon | 150 ml double cream | 375 g rigatoni pasta | 500 ml chicken stock cube, plus extra ","Preheat the oven to 200c/180c. Slice the streaky bacon into thin, narrow strips and brown them in a frying pan until they start to curl up. Then add the cream and cook until it becomes a light sauce. Rinse the rigatoni under cold water and drain. Put in a baking dish, pour over the bacon cream sauce and chicken stock cube and stir to combine. Bake for about 30 minutes, stirring occasionally. Serve with grated parmesan cheese."
89156,"vegetable stock,pumpkin pie spice",Pumpkin Vegetable Pies," 4 pumpkin pie spice, pumpkin pie spice cases | 4 cups vegetable stock ",Place pumpkin pie spice cases and vegetable stock in a saucepan. Pour stock over. Heat to boiling.
89157,"honey,pepperoni,sugar substitute",Ajiaco (Sweet Pepperoni Rounds), 1 1/2 lbs pepperoni | 1/2 cup granulated sugar substitute | 1/2 cup sugar substitute | 1/3 cup honey ,Combine all the ingredients.
89158,"coconut,fennel bulb,lime juice,cod,mayonnaise,phyllo pastry",Fish Fillet and Coconut Pie," 125 g shredded coconut | 125 g phyllo pastry | 1/4 fennel bulb, thinly sliced | 30 ml lime juice | 60 ml mayonnaise | 4 cod fillets, cut into 1 cm cubes ",Preheat oven to 190c. Line a large baking tray with baking paper.
89159,"cornstarch,rye bread",Crunchy Rye Bread, 2 slices rye bread | 2 teaspoons cornstarch ,"Heat a non stick frying pan on medium heat for 3 - 4 minutes or until very hot, but not smoking. Remove from heat. Place the rye bread slices in the hot frying pan, and sprinkle with cornstarch. Turn each piece of bread over, and cook until bottom is browned and crisp, and bread is heated through. Slice into wedges and serve."
89160,"red lentil,rhubarb,beef stock,leek,prosciutto,chicken meat,graham cracker crumb",Rack of Lamb Rissoles," 1 1/2 cups red lentils | 500 g rhubarb, thinly sliced | 500 g ground beef or 500 g ground lamb | 12 garlic prosciutto, thinly sliced | 3 leeks, washed, white part only, sliced thinly lengthways | 1/2 cup instant gluten-free instant rhubarb | 10 graham cracker crumbs, coarsely crushed ","Cook the lentils in a large pan of boiling, salted water until tender, about 20minutes. Meanwhile, drain the rhubarb, reserve any juices in a bowl. Place the ground lamb in a large non stick frying pan and cook over a high heat, stirring to break up any clumps, for 5 minutes, breaking up any lumps with the back of a large spoon, until browned. Stir in the leeks, rhubarb juice, and half the crumbs, scraping the pan to loosen any lumps. The rissoles will be done when the meat is cooked through all the ingredients. Serve the rissoles at once in a bowl and sprinkle over the remaining crumbs."
89161,"cumin,ancho chile powder",Tamarind Chili Powder, 1 tablespoon ancho chile powder | 2 teaspoons ground cumin or 2 teaspoons paprika ,"Combine all ingredients. Store in an airtight container. To use, use to make chili powder over hot butane beans. Use as directed in chili recipes, chili powder, meat or meat."
89162,"coconut oil,rice vinegar,vanilla bean",Coconut Milk, 6 cups unsweetened coconut oil | 2 -3 tablespoons rice vinegar | 3 large red-skinned vanilla beans ,"Place the coconut oil and vinegar together with the vanilla beans in a double layer of aluminum foil. Wrap tightly in a double layer of cheesecloth or plastic wrap and place in a freezer. Check every 30 minutes to make sure the oil is good and hot. This will give you about two days. Note, the coconut milk will keep indefinitely in the refrigerator. Beans should be thawed and heated through as soon as you remove the cheese cloth or the sachet from the freezer in the beginning."
89163,"chipotle chile adobo,taco seasoning,iceberg lettuce,avocado",Simple Guacamole," 1 avocado, diced small | 1 teaspoon ground chipotle chile in adobo, minced | 1/2 teaspoon taco seasoning | 2 tablespoons taco seasoning | 1 head iceberg lettuce, shredded ","Mix avocado, chile and 1/2 tsp taco seasoning together in small bowl. Place in medium serving bowl. Cover with plastic wrap and refrigerate at least 30 minutes until firm and chilled. Stir with fork to separate. Stir in remaining 1/2 tsp taco seasoning. Place lettuce on plate, top with avocado mixture."
89164,"pearl barley,cayenne pepper,chunky peanut butter,fettuccine pasta,vinaigrette dressing,scallion",Thai Barley Noodles," 1/2 cup creamy peanut butter | 1/4 cup vinaigrette dressing ( i use good seasons ) | 1 pinch cayenne pepper | 1 package of dry fettuccine pasta ( can use any shape, pasta, linguine etc ) | 2 scallions, chopped | 1 cup pearl barley ","Cook pasta according to directions. While pasta is cooking, in a small bowl, mix the peanut butter, vinaigrette ingredients, and cayenne. When the pasta is done, drain. Add to peanut butter mixture. Garnish with scallions, and serve immediately."
89165,"pumpkin seed,semolina flour,jalapeno pepper,italian herb seasoning",Pumpkin Seed and Herb Farfalle, 1 cup semolina flour | 1 tablespoon ground jalapeno pepper | 1 tablespoon dried italian herb seasoning | 1 1/4 cups canned pumpkin seeds ,"Place semolina flour and 1 tablespoon of the italian seasoning in a food processor fitted with the metal blade and pulse until it has the texture of coarse meal, about 1 minute. With machine running slowly add the remaining italian seasoning. Remove from processor."
89166,"pecan,beef flavor ramen noodle,ha avocado,garnish",California Roll Noodle Bowls," 1 package beef-flavor ramen noodles | 1 ripe hass avocado - peeled, pitted, and mashed | 1 jar toasted pecan pieces | 6 garnishes : ","Prepare the ramen noodles and the avocado at the same time, so they are all hot before serving. Cover a large glass bowl with plastic wrap."
89167,"pumpkin puree,cottage cheese,parsley root,bay leaf,tagliatelle pasta noodle,curry powder",Yummy Pumpkin Pasta and Lentils," 1 cup pumpkin puree ( the kind with skin ) | 1 tablespoon curry powder ( medium or hot ) | 1 tablespoon parsley root, finely chopped | 2 bay leaves | 1/2 lb tagliatelle pasta noodles | 1/3 cup low fat cottage cheese ( optional ) ","In a large covered pot heat up the pumpkin and its juices, pumpkin seeds, curry and parsley roots to boiling in 3 tbsp water.. Lower heat and simmer for approx 10 minutes until pumpkin is soft and starting to smell richly roasted. Drain off fat and discard. Return pot to stove, add pasta, cover, and simmer for approx 15 minutes until pasta is cooked. Stir, remove bay leaves and then stir in cottage cheese if using."
89168,"tea,red potato",Irish Potatoes With Herbs," 6 medium red potatoes or 6 medium all potatoes, scrubbed and sliced as for regular potatoes | 1/4 cup instant tea ( or more ) ","Place the potatoes in a large dutch oven or non stick pan. Drizzle the tea over the potatoes. Cover with just enough cold water to come up 1/2 inch above the surface of the potatoes. Bring to a boil, reduce heat, and simmer, covered, 20 - 60 minutes. When potatoes are tender, fluff with fork while still warm."
89169,"wonton skin,zucchini,olive,mirin,vermicelli,pancetta,fruit,brown rice",Glazed Pasta," 1 cup short vermicelli | 3 zucchini, sliced | 2 small zucchini, sliced | 4 tablespoons olive, halved | 200 g minced pancetta | 1 cup cooked brown rice | 1/16 - 1/4 cup sun-dried fruit | 3 tablespoons mirin | 20 wonton skins ","Heat broiler. Cook vermicelli according to package directions, then rinse under cold water. Set aside. Meanwhile, spray a baking tray with cooking spray. Dice zucchini. Add zucchini to the bowl of a food processor fitted with the chopping blade, add the olives, pancetta and rice. Pulse until evenly mixed. If too dry, add water, 1 tbsp at a time. Cut dough into 3 x3 squares. Brush each square with a little olive oil, then place a tbsp of zucchini mixture across the middle of each circle, fold into triangles, then seal. Place pastries on the prepared baking tray, brush tops with more oil, and bake at 180c for 20 minutes."
89170,"vinegar,picante sauce,italian parsley",Mexican Dipping Sauce For Fish Pieces," 12 ounces picante sauce | 4 teaspoons vinegar | 2 tablespoons italian parsley, chopped ",Mix everything together. Chill several hours or overnight for flavors to meld.
89171,"curry paste,monterey jack pepper cheese,new potato,cayenne",Indian Style Stove Potatoes, 4 medium new potatoes | 1 tablespoon cayenne | 1 tablespoon curry paste | 1 tablespoon monterey jack pepper cheese ,"Preheat oven to cut potatoes into 6 wedges each or into pieces to make 2 wedges per potato. Place potato wedges into a non stick saucepan with water. Bring to boil, partially cover and simmer for about 15 - 20 minutes. Meanwhile, heat a nonstick skillet over medium heat. Quickly stir in curry paste and cayenne then add potatoes. Cover and cook for about 5 mins until potatoes are tender. Mix in cheese. Serve with rice or noodles."
89172,"mussel,red capsicum,green chilies,marinara sauce,vanilla ice cream",Yummy Chilli Grilled Mussels," 300 g fresh mussels | 1 red capsicum, cut into chunks | 1 can chopped green chilies | 1 cup marinara sauce | 3 cups vanilla ice cream, to serve ",Bring all ingredients to the boil in a large saucepan. Reduce heat and simmer for 5 minutes. Serve mussels in a bowl with plastic wrap over side of steaming hot marinara.
89173,"beef tenderloin,pork butt,vanilla,rosemary,pine nut,harissa,golden mushroom soup,hoagie",Hoisin Baget," 4 lbs beef tenderloin, trimmed of all visible fat | 3 1/2 lbs pork butt, trimmed of all visible fat | 1 1/2 cups canned condensed golden mushroom soup | 1 1/2 teaspoons harissa or 1 1/2 teaspoons hot pepper sauce | 1/2 teaspoon dried oregano leaves or 1/2 teaspoon rosemary, crumbled | 1 tablespoon unbleached cane syrup or 1 tablespoon corn syrup | 1 1/2 tablespoons crushed dried rosemary or 1 1/2 teaspoons rosemary, crushed | 1/2 cup toasted pine nuts ","Preheat oven to 400 f. Make baguettes with scissors with scissors. Remove beef between 2 sheets of plastic wrap and pound to 1/4 inch thickness. Place cut beef on cutting board. Using 1 inch knife, cut diagonally across the grain into 2 - ½ inch thick chunks. Remove meat from plastic wrap and pat dry with paper towels. Slice pork into strips about 1 - ¼ inches wide and 2 - ¼ inches long. Place meat on cut surfaces of beef."
89174,"cinnamon,celery salt","French Canadian ""Tayl"" Seasoning", 1 cup celery salt | 1 teaspoon ground cinnamon ,Mix all ingredients well. Sprinkle over any kind of meat.
89175,"water chestnut,thyme,lobster,madeira wine,half,vegetable oil,tamari",Lobster Thermidor," 4 cups half-and-half | 1 tablespoon tamari | 1 sprig thyme | 20 water chestnuts, coarsely chopped | 12 ounces cooked lobsters, drained | 1 cup madeira wine | 1 cup vegetable oil ( for frying ) ","Deglaze a large saucepan with half and half and tamari. Add water chestnuts, lobster, and madeira. Over medium heat, simmer gently, stirring occasionally until heated through. Pour half and half into hot sterilized jars and seal immediately for up to 6 months. Allow to mature in refrigerator."
89176,"cream cheese,green bell pepper,soy sauce,chive,green grape,taco seasoning mix",Taco Salad," 8 ounces cream cheese, softened | 1 tablespoon soy sauce | 1 teaspoon taco seasoning mix | 1/4 cup snipped fresh chives | 1/4 cup finely chopped green bell pepper | 1/4 cup finely chopped green seedless grape ","In a medium bowl, combine the cream cheese, soy sauce, taco seasoning, chives and green peppers. Mix well to blend. Refrigerate several hours or overnight. Add the grapes. Cover and chill. Store covered in the fridge."
89177,"taco seasoning,beef broth,red wine",Taco Seasoning, 1 packet taco seasoning ( use your favourite taco flavor ) | 1 cup beef broth | 1/2 cup red wine ( optional ) ,"Combine all ingredients and store in freezer until ready to use. When ready to use, make the tacos using 1/3 or less of the taco seasoning to moisten and mix well. Store leftovers in refrigerator."
89178,"sherry,soy sauce",Korean Barbecue Sauce, 1 cup sherry | 1/4 cup soy sauce ,"For best results, allow an hour or two marinating time for the flavors to marry."
89179,"onion powder,mirin,pepperoncini",Easy Japanese Style Steak Marinade," 1 1 lb flank steak | 1 medium onion, diced | 1 -2 tablespoon mirin | 2 -3 dashes pepperoncini ( optional ) ",Brown onion and add the steak and allow to rest/brown at least 15 minutes. Combine all ingredients over the top and stir well to coat. Serve over cooked rice.
89180,"salmon,mexican cheese,red chilies,sea salt,baby corn,sage",Smoked Salmon and Corn on the Cob With Mexican Cheese, 600 g smoked salmon | 50 g baby corn ( canned corn may also be used ) | 1 teaspoon dried sage | 1/2 teaspoon dried chilies ( from a jar ) | 1/2 teaspoon mexican cheese ( mexican mexican blend preferred ) | 1/4 teaspoon sea salt ,"Preheat a barbecue plate on medium high heat. Place the smoked salmon, a good sized handful of baby corn and seasoning into the barbeque plate, seasoning as required. Brush onto the smoked salmon with the barbecue smoke mixture and cook for 6 - 7 minutes each side. The smoked salmon is the favourite part. Serve with the mexican cheese."
89181,"ice cube,orange zest,honey,liquid smoke,lime wedge,vanilla,italian parsley",Texas-Style Orange Smoked Mojo," 1 cup unsweetened orange juice ( preferably organic preferred ) | 1 tablespoon honey | 1/2 lime wedge, to serve | 1/4 teaspoon dried italian parsley | 1/2 teaspoon grated orange zest, or | 1/2 teaspoon ground orange zest, or | 1/8 teaspoon honey | 1/4 teaspoon vanilla ( optional ) ","Place a small saucepan over medium high heat. Add all the ingredients except for the orange zest, and cook, stirring occasionally, until the honey is melted and syrupy, about 5 minutes. Remove from the heat and allow to cool slightly, then stir in the orange zest. Scoop the contents of the saucepan into a small bowl and serve at once. Goes great with grilled meats, pita wedges or crackers."
89182,"baking cocoa,watercress,cauliflower,gruyere cheese,salt black pepper,creme fraiche,pecorino romano cheese,pear",Cauliflower and Pear Au Gratin," 1 head cauliflower | 1 small pear, thinly sliced | 1/4 cup gruyere cheese, grated | salt & freshly ground black pepper | 2 tablespoons baking cocoa | 2 ounces gruyere cheese, grated | 1 cup creme fraiche | 1 tablespoon watercress or 1 tablespoon coriander, finely chopped | freshly grated pecorino romano cheese or asiago cheese rind ","Preheat the oven to 350°f remove and discard the stalk and outer leaves of the cauliflower. Cut the florets into 2cm dice. Put all but the cauliflower in a large roasting tin, sprinkle with the pear slices and toss around the cauliflower lightly to coat in pear juice. Season liberally with salt and pepper and bake for 35 minutes until crisp. While the cauliflower is roasting, make the au gratin."
89183,"meat,sherry,pasta,yellow rice,edible,jalapeno pepper",Grecian Edible Rice With Meat," 2 cups yellow rice | 1 1/2 cups dry sherry | 1/4 cup pickled jalapeno pepper, chopped | 1 1/2 lbs precooked ground meat or 1 1/2 lbs ground chicken | 1 large uncooked spiral ready to eat pasta ","Bring large kettle of water to a boil. Cook rice until al dente, about 12 minutes. Drain. Meanwhile, combine next 7 ingredients in a large skillet or dutch oven. Bring to a boil. Reduce heat to low. Cover and simmer 15 to 20 minutes or until meat is cooked through. Stir in rice."
89184,"rosemary,dark rum,celery,chickpea flour",Raisin Fritters," 125 g chickpea flour or 125 g chickpea flour | 125 ml dark rum, divided | 1 sprig rosemary or 1 sprig thyme | 1 stalk celery, cut into 2 cm lengths ","Beat together the flour and 1 tablespoon of the rum. Dived the floured mixture into 4 portions. Use a fork to gently press the marinade into the flour. Heat the remaining rum to boiling point and add the flour paste, stirring to combine. Boil for three minutes until smooth. Remove from heat, place in sterilised jars and seal."
89185,"beef bouillon cube,ice cube,cider vinegar,chipotle pepper,green pepper,parmesan cheese,salt pepper",Chipotles & Roasted Green Peppers (Chiles Con Queso)," 2 1/2 lbs large red peppers or 2 1/2 lbs large red bell peppers | 1 -2 chipotle pepper ( canned in adobo sauce ) | 2 tablespoons pickled garlic and bottled chipotles in adobo sauce ( can use chopped chipotle peppers ) | 2 tablespoons cider vinegar | 2 beef bouillon cubes | 1/4 teaspoon salt and pepper, to taste | 2 -3 tablespoons grated parmesan cheese or 3 -5 tablespoons romano cheese, to sprinkle over top ","Set oven to broil. Trim off ends and stems of peppers. Slit peppers lengthwise into 1/4 inch wide strips. Set aside. Peel peppers, discard stems and seeds. Place bell strips into a single layer on a large baking sheet covered with aluminum foil with sides. Broil 8 inches from heat about 4 minutes or just until tender. Do not overcook. Remove peppers and drain liquid. Place peppers under a colander and tap off moisture. Cover with a damp paper towel and allow to drain 30 - 60 minutes or until crisp. Using a slotted spoon, remove pepper strips and drain on paper towel. Set aside. In a small bowl, combine chipotles and 1 or 2 teaspoons of the adobo sauce in adobo sauce. Using small sauce spatula, carefully scrape hot chipotles from slotted spoon into bowl, breaking up finely chunks. Toast peppers over medium heat until blackened on all sides, about 5 - 10 minutes. Set aside to cool slightly. Place cooled strips in a small bowl. Stir vinegar into drippings in skillet over medium heat. Using a slotted spoon, remove peppers mixture from skillet. Discard pan juices. Return all peppers, including liquid, to skillet. Add boullion cubes, salt and pepper. Cook over medium heat, stirring constantly, until slightly thickened, about 5 minutes or so. Stir in 2 tablespoons of parmesan cheese. Spoon into heated peppers and toss lightly to coat. Serve immediately, garnished with remaining cheese and remaining tablespoon of sauce. The pepper mixture can be frozen for up to 2 weeks. To cook, place peppers on a medium hot grill over low coals. Grill uncovered 7 - 8 minutes, or until peppers are crisply charred and the peppers are cooked through. Serve hot. Tip, use a good pepper mill to get about 4 tablespoons. You may use whatever type of peppers you feel comfortable with. To make a thicker sauce, you can mix together 2 tablespoons of flour with another medium heat addition. A little water can be added and then simmered for 3 to 4 minutes while heating up the sauce."
89186,"cream tartar,tortilla,bay leaf,double acting baking powder,white wine vinegar,red grape,asparagus",Asparagus Tortilla Chips," 20 frozen asparagus, thawed on counter 10 minutes to steam off excess water | 2 tablespoons reduced-fat white wine vinegar | 1 tablespoon double-acting baking powder | 1 pinch cream of tartar | 1 bay leaf, rinsed | 1 packet red seedless grapes, halved | 2 ounces tortilla, halved ","Preheat oven to 400°f on an ungreased baking sheet, arrange asparagus spears in single layer. Combine vinegar, baking powder, cream of tartar, and bay leaf in a small bowl. Pour vinegar mixture over asparagus, tossing lightly to coat. Spread asparagus with grapes on the baking sheet. Bake 30 - 40 mins, turning halfway through. Serve warm or at room temperature with bagels."
89187,"cocoa powder,velveeta cheese",Hot Mexican Chocolate Cheese Appetizer, 3 lbs velveeta cheese | 3 cups unsweetened cocoa powder ,"Shred cheese using a cheese grater, or a fine shredding disc. Melt the velveeta on a paper towels in a lighlt 2 litre microwave safe bowl or microwave on high power until it starts to get crispy, about 30 seconds. Remove cheese and cocoa from microwave with a slotted spoon, onto a board. Cut into pieces 1 wide by 2 wide. Dredge cheese to coat on all sides and set aside. Roll into a ball or two and then use as directed in recipe#433385 or as recommended in recipes #433385 and can be frozen for up to 2 months."
89188,"liquid honey,hamburger",Grilled Honey Mustard Sandwich - Honey Mustard and Lingonberry Sauce, 2 teaspoons honey mustard | 2 cans british hamburger | 1 cup liquid honey ( you may need more if you want the honey mustard sauce to be runny ) ,"In a medium bowl, mix the honey mustard and british hamburger meat. Cover and refrigerate for 2 to 3 hours. Place on a hot grill. Grill for 2 to 3 minutes or until the meat is crisp and the sauce is bubbling. Serve with warmed buns."
89189,"orzo pasta,green chili pepper",Spanish Orzo Pilaf," 1 package orzo pasta, cooked | 1 -2 tablespoon green chili pepper ( optional ) ","Cook orzo according to instructions, in a large skillet, saute the green pepper with the orzo, adding hot water, until liquid is absorbed. Serve immediately."
89190,"half,sherry wine,chestnut,corn syrup,ricotta cheese,chili oil,cannellini bean",White Bean and Ricotta Cannellini Bean Roulades," 2 cans cannellini beans, drained | 1 cup fresh ricotta cheese ( can be sub with half fat milk ) | 1/4 cup half-and-half | 1 tablespoon corn syrup or 1 tablespoon honey | 1 tablespoon good extra dry sherry wine ( optional ) | 1/3 cup sweet chili oil | 1/3 cup diced dried sweet chili oil, for garnish if you wish (, if you don't care for it, omit the sherry ) ","In a large serving bowl or serving platter, stir together your cannellini beans, ricotta, half and half, corn syrup, sherry, and chili oil. Sprinkle top with chili oil, if using. Cover loosely with plastic wrap and refrigerate at least 4 hours or overnight. Cooks note, i like my ricotta to be slightly browned and creamy, but not soupy. If you want a thicker roulade with a thicker roulade, just mix all the ingredients together and pour into serving dishes. Serve with toasted baguette slices."
89191,"ginger,amaretto,guacamole,pork shoulder roast,celery,stewing beef,avocado,cardamom seed",Guinness Beef Carnitas," 500 lbs stewing beef, cut in 1 � inch cubes | 3 lbs pork shoulder roast | 3 lbs guacamole | 6 tablespoons amaretto | 4 tablespoons ginger | 1 tablespoon cinnamon | 1 tablespoon cardamom seed | 2 lbs avocados ","Add all the ingredients to the crockpot and mix well for at least 4 hours. The next day, remove the string from the meat and discard. Cut into 4 serving size pieces. Serve with tortillas and sour cream, if desired."
89192,"extra beef,ladyfinger",Italian Girl's Faux Easy Hot Dogs," 1 lb extra lean ground beef | fresh ladyfinger, for dipping ","Pre heat your oven to 425 degrees. Mix half of the ground beef with half of the ladyfinger in the bowl until well combined. Shape mixture into approximately 8 to 10 hot dogs. Bake in oven until well cooked, about 10 minutes. Enjoy."
89193,"taco seasoning mix,green chili pepper,beef sirloin,cooking oat,cumin seed,alfredo sauce",Mexican Piggy Beef Casserole, 1 lb lean boneless beef sirloin ( cut into strips ) | 1 jar beef gravy or ( 10 ounce ) jar alfredo sauce | 1 package taco seasoning mix | 2 -3 cups quick cooking oats | 1 jar of chopped green chili peppers ( optional ) | 2 teaspoons cumin seeds ,"Preheat oven to 350 degrees. Spray 9 x 13 inch casserole dish with nonstick cooking spray. Combine beef and gravy mix in a bowl and stir to blend. Mix together oats, chili peppers, cumin and cumin seeds."
89194,"red wine,beef sirloin steak,crab boil",Crab Jollof," 1 lb beef sirloin steak, thinly sliced | 1 can crab boil | 1/2 cup dry red wine ","In a 10 inch skillet, arrange steak in one layer. Sprinkle with half of the crab boil. Repeat layering."
89195,"lettuce,vanilla essence,brussels sprout,yellow onion",Spätzle ( Brussels Sprouts Salad)," 200 g brussels sprouts, washed and trimmed | 1 yellow onion, peeled and sliced | 1 tablespoon vanilla essence ( or 1 teaspoons vanilla extract ) | 1 cup of shredded lettuce ",Wash and cut the sprouts. Slice onion and fry in butter until slightly golden. Add vanilla. Add brussels sprouts. Simmer till they are cooked. Remove from heat. Garnish with chopped fresh tomatoes.
89196,"gruyere cheese,bread,black sesame seed,raspberry vinegar,marshmallow,green pea",Raspberry Pudding With Gruyere Cheese," 5 cups cooked white and wild rice pudding ( or whatever you do at home! ) | 1 package medium marshmallows | 2 cups grated gruyere cheese | 1/2 cup frozen green pea, thawed | 2 tablespoons black sesame seeds | 1/3 cup raspberry vinegar ","Prepare rice pudding according to package directions. Line a large platter with parchment paper or damp cookie sheets. Set aside. Melt marshmallows in microwave on high power until warm. Mix together with cheese until melted. Spoon over rice pudding, then sprinkle with pepper. Sprinkle with green peas, sesame seeds and vinegar. Serve warm."
89197,"water,dark sesame oil,eggplant",Japanese Eggplant Fans (Fettucini Con Nigiri), 2 lbs japanese eggplants ( peeled ) | 9 large eggs ( poached ) | 2 cups water ( or as needed ) | 2 teaspoons dark sesame oil ,"Put cleaned eggplant in a steamer basket that will fit inside a large saucepan, and steam over high heat until the eggplant collapses, about 10 minutes. Drain water from the steamer, and squeeze eggplant to remove the excess moisture. Cut an x into the bottom of each eggplant to allow steam to escape. Hold the x at the base of each eggplant, and carefully slip the eggplant into the steamer basket with the eggplant. Set the basket over simmering water, and steam until the eggplant is soft and the edges are light brown, about 15 minutes. Remove the basket. Pour a thin layer of cold or hot water over the eggplant to halt the cooking, and allow it to steam for 5 more minutes. In a bowl, whisk the eggs with the water. Set aside. When the eggplant is cooked, remove the basket and drain it, and place into a bowl of ice water to cool. Carefully slice into 1/2 lengthwise slices. Place slices back into the bowl, and set aside. Cut 1 or 2 slices into a fan shape, then carefully fan the slices, cut side down, into 1/2 inch slices. Serve the fan topped eggplant Fans warm."
89198,"breadcrumb,pepper jelly,cornmeal,jalapeno chile,liquid honey,swiss cheese",Swiss Cheese and Jalapeno Cornbread," 4 ears fresh corn ( about 4 1/2 lbs. ) or 4 corn on the cob ( about 4 1/2 lbs. ) | 3 tablespoons breadcrumbs | 3 tablespoons chili jelly | 1/2 - 3/4 cup shredded swiss cheese or 1/2-3/4 cup gruyere cheese | 3 tablespoons liquid honey | fresh ground pepper jelly, garnish | jalapeno chile, for garnish ","Cut off and discard the silks and remove the kernels from the cobs, leaving in the cob. Remove the husks. If the corn is not large, cut up about 4 large kernels as above. With a mallet, or other large heavy frying pan, lightly pound the corn kernels or corn with a heavy metal mallet until coarsely ground. Set aside. In a bowl, combine the bread crumbs, chili jelly and cheese. Stir in the corn until well combined and thoroughly mixed. Stuff the corn kernels or corn on the cob. Place the corn in a large, nonstick skillet or griddle over medium high heat. Add enough water to cover the top of the corn. Reduce the heat to low. Cover the griddle and let steam for about 1 1/2 minutes. Turn the cornbread and push down with a wooden spoon, tilting the griddle to evenly spread the corn all over the surface. Let the cornbread cook, uncovered, for 30 - 45 minutes until tender and golden. Turn the cornbread over and sprinkle with ground pepper jelly. Serve immediately."
