Sno,Random Ingredients,title,ingredients,instructions
48313,"velveeta cheese,chickpea,taco sauce,white vinegar,rye flour,mushroom,garlic powder,canola oil",Beef and Chickpea Flatbread," 1/2 cup canola oil | 1 teaspoon garlic powder | 1 1/4 cups minced sauteed mushrooms | 5 cups cubed velveeta cheese | 1 can chickpeas, drained, rinsed ( reserve juice ) | 2 cups chopped cooked corned beef ( reserved juice ) | 3 tablespoons taco sauce | 1 tablespoon white vinegar ","In a frying pan, heat 1/2 cup canola oil."
48314,"pork shoulder,golden raisin,pomegranate juice,red food coloring,spinach leaf",Pomegranate Chicken, 1 boneless pork shoulder ( about 1-1/2 pounds ) | 1/2 cup golden raisin ( shelled ) | 2 bags fresh spinach leaves ( packed ) | 2 tablespoons pomegranate juice | 4 drops red food coloring ,"Using vegetable peeler, remove and discard any large white or yellow membrane from the pork. Cut into ¾ inch slices. Place in medium bowl, add raisins and enough water to cover by 3 inches. Let soak 30 minutes, then drain. Place in crockpot and set aside. Cut remaining spinach into thirds, then coarsely chop using food processor or large slicing disk of hand held slicer. Transfer remaining spinach to a small bowl, cover with 1 tablespoon water and microwave on high, 1 to 2 minutes, or until wilted. Drain, squeezing out excess water. Place spinach in a large plastic storage bag and add 1/2 teaspoon of pomegranate juice. Seal and shake to combine. Serve meat mixture with the spinach for a main course, or with other accompaniments, such as noodles or rice. Note, if you prefer, use vegetable peeler or the vegetable peeler to remove fibers from pork."
48315,"lamb chop,bread,pepper",Lamb Chops with Toasted Bread Crumbs," 3 lamb chops, 1-inch thick | 2 tablespoons cracked pepper | 2 cups warm bread ","Using a mallet, pound the chops well, using a mallet to pound to flatten slightly. Place the bread crumbs on a nonstick baking sheet. Sprinkle the lamb with the cracked pepper and set aside for 1 minute. Dip in the crumbs and let the excess dry off. Heat a nonstick skillet over moderately high heat. Place the lamb in the skillet cook for 4 minutes on each side or until the lamb is well browned. Serve immediately."
48316,"penne,tomato sauce","Pasta With Tomatoes, Penne and Penne"," 2 cans tomato sauce | 3/4 lb penne, uncooked ",Cook penne and drain. Combine tomato sauce and penne in large saucepan until well blended. Cover over low heat and simmer 10 minutes stirring occasionally.
48317,"anise seed,fusilli,green apple,yellow onion,bulgar wheat,purpose flour","Bread, Spice, and Apple Pasta"," 1/2 cup bulgur wheat | 1 1/2 teaspoons ground anise seed | 3 cups all-purpose flour, divided | 2 large yellow onions, diced | 1 green apple - peeled, cored, and diced | 1 loaf fusilli | 2 tablespoons all-purpose flour, divided ","Place bulgur wheat and 1 1/2 teaspoons salt into a bowl. Let stand 5 minutes to absorb water. Combine 2 cups flour, diced onion, and diced apple in a saucepan, and bring to a boil. Cover, reduce heat to low, and simmer 25 minutes. Place bulgur wheat mixture into a large bowl, and stir in flour until well mixed. Cover, and refrigerate at least 1 hour. Preheat oven to 350 degrees f. Line a baking sheet with parchment paper. Cook filling in a pot over medium heat. Cook until the mixture has melted, and the topping is dark brown. Stir in remaining 2 tablespoons flour. Set aside cooking mixture. Serve pasta in a large soup bowl with enough filling to coat, but not overflowing. Garnish with reserved 1 tablespoon of flour."
48318,"monterey jack cheese,chinese five spice powder",Homemade Four-Spice Crackers, 1 cup shredded monterey jack cheese ( or other mild cheese ) | 1 tablespoon chinese five spice powder ( optional ) ,"Preheat oven to 200 celsius. Mix cheese and five spice. Press mixture evenly on a greased tray, then bake or 1 hour at 200c until golden brown."
48319,"splenda sugar substitute,rice noodle",Stir Fry Rice Noodles, 3/4 cup sodium-reduced sodium splenda granular | 1 package rice noodles ,"Put rice noodles in a pot of boiling water and cook according to package instructions. Drain and rinse under cold tap water. Drain well with cold water. Repeat steps 1 and 2 using a fork, add sugar for each noodle. Cover and let sit 5 minutes. Meanwhile, put noodles in a large microwave safe bowl and microwave on high 1 minute more, stirring after every minute or so. Serve and enjoy."
48320,"lemon juice,ice,stock beef,cauliflower,purple onion,chocolate chip",Creamy Cauliflower Puree, 3/4 cup of raw cauliflower | 1/4 cup of pure frozen purple onions | 1/2 cup semi-sweet chocolate chips | 1 tablespoon lemon juice | 1/2 cup stock ( beef or vegetable ) | 1/4 cup lemon juice ,"Finely chop cauliflower. In bowl place onion, chipotle powder, lemon juice and stock. Whisk together well. Pour mixture into your food processor and pulse until the consistency of soup. Pour into large, microwave safe bowl and cover with cling wrap. Microvave on high for 6 minutes, then micro on medium for 1 more minutes. Pour into serving bowl. Serve immediately."
48321,"quinoa,yellow zucchini",Quinoa Salad, 2 cups quinoa | 1 large yellow zucchini ,"Rinse quinoa well and place in pan with water to the depth of 1/2 inch and add 1 tablespoon salt. Bring to a boil, cover and reduce heat. Simmer until quinoa is tender and water is absorbed, about 30 minutes. Remove quinoa from the heat and let rest 10 minutes. Chop squash into bite size pieces, and add to quinoa. Taste and adjust seasoning. Enjoy."
48322,"pork baby back rib,saffron,oregano,sesame seed,hot dog",Saffron Pork Baby Back Ribs," 5 -6 lbs pork baby back ribs | saffron, powder mix | oregano, powder | sesame seeds, toasted | hot dogs ","Preheat oven to 350°f rub saffron over ribs and sprinkle with oregano, toasted sesame seeds and hot dogs. Place on shallow baking pan and bake 1 hour. Use a meat thermometer if you have one. Baste occasionally."
48323,"spaghetti,pineapple ring",Pineapple Spaghetti, 1 package spaghetti | 2 cans crushed pineapple rings ,"Bring a large pot of lightly salted water to a boil. Place spaghetti in the pot, cook for 8 to 10 minutes, until al dente, and drain. Meanwhile, heat pineapple rings in a microwave safe bowl. Drain spaghetti, toss with pineapple rings, and serve."
48324,"tortilla chip,curry powder,ice,japanese soy sauce,pistachio,rom tomato,banana,green onion",Japanese Curry Rice Salad," 2 cups tortilla chips | 1/4 cup japanese soy sauce ( tamari ) | 2 tablespoons peanut oil or 2 tablespoons canola oil | 1/2 teaspoon curry powder | 1 seeded japanese hot bean paste ( optional ) or 1/2 teaspoon curry paste ( optional ) | 2 roma tomatoes, thinly sliced ( optional ) | 2 small ripe banana, thinly sliced ( optional ) | 1/4 cup thinly sliced green onions ( optional ) ","Combine the tortilla chips, soy sauce, oil, and hot bean paste in a microwave safe bowl. Cover."
48325,"beef chuck roast,caper,tea,cucumber,rapeseed oil,salt black pepper",Cuban Pot Roast (Pressure Cooker), 3 5 lbs boneless beef chuck roast or 3 5 lbs sirloin tip roast | 1 1/2 cups brewed tea | 2 quarts cold beef stock or 2 quarts canned tomatoes | 1 cup seedless cucumber ( optional ) | 2 tablespoons capers ( optional ) | salt & freshly ground black pepper ,Put the roast in the pressure cooker. Pour 1 1/2 cups of the brew over the roast. Add the remaining ingredients.
48326,"filet beef,chili sauce,water chestnut,clam juice",Burgers and Dipping Sauce, 1/2 cup bottled clam juice | 1 tablespoon hot chili sauce | 2 teaspoons minced water chestnuts | 2 lbs thickly sliced filet of beef ,"Combine clam juice, water chestnuts and chili sauce in small bowl. Sprinkle beef with pepper. Heat grill to high. Grill beef about 2 minutes per side or until no longer pink, basting with sauce."
48327,"grain brown rice,garlic powder,pesto sauce,liquid smoke",Perfect Simple Brown Rice Pilaf for Vegetarian, 1 package long grain brown rice ( i use trader joe's brown brown rice ) | 2 1/2 cups water | 1 dash garlic powder | 1 - 1 1/4 cup prepared pesto sauce ,"Place brown rice, water and garlic powder in a sauce pan and bring to a boil over high heat. When it comes to a boil, turn off the heat and let sit, covered, for 30 minutes. When the rice should be soft and sticky, remove from heat. Fluff the rice well with your hands and serve immediately with pesto."
48328,"beef tenderloin,white rum,chicken tender,polenta,dark brown sugar,cream celery soup",Sweet and Sour Beef Tenderloin, 4 lbs beef tenderloin | 1 can cream of celery soup | 1 can dark brown sugar | 12 1/2 ounces white rum | 1 box instant polenta | 4 lbs boneless skinned chicken thighs ,"In a dutch oven, cook beef over medium heat until browned. Meanwhile, put soup, sugar, white rum, and pork roast into a crockpot. Cover with crockpot, cook on high for 1 hour. Pour in contents of the crockpot. Cook on low for 18 to 24 hours. Remove meat from crockpot and cut into strips, removing all visible fat. Add back to the crockpot, along with juices from the crockpot. Cook on high for 30 more minutes or until the sauce has slightly thickened. Add salt and pepper to your taste."
48329,"dark chocolate,marsala wine,risotto rice,chili oil,mascarpone cheese,italian plum tomato",Crazy Chocolate Risotto, 2 tablespoons marsala wine | 6 ounces risotto rice | 1 can italian plum tomatoes | 1/2 cup dark chocolate ( optional ) | chili oil | 1 ounce mascarpone cheese ,"Start a pot of water for the rice. Rinse it under cold water. Put it in the fridge for half an hour. Mix well and keep the warm till your timer goes off. Drain the rice well, add 2 - 4 tbsp of chili oil and the mascarpone cheese to it stir it around. Start with 2 tbsp of marsala and add to the mix the rice should be covered. Keep going till your time to eat. Usually 1/2 cup and 3 tbsp of marsala will give you 20 - 30 minutes to get your risotto going. Put the risotto in an oven dish and let it set in there for 20 - 30 minutes or till it looks nice and creamy and has a nice consistency to it. When the time to eat take it out and put on a plate, top with a slice of chocolate."
48330,"tomato puree,meat,beef stock,shallot,kaiser,lemon zest,puff pastry,vanilla",Vanillek Kåls With Meat (Stuffed kaiser Rolls)," 8 kaiser roll sheets, frozen | 400 g ground meat ( minced ) | 1 tablespoon finely chopped shallot | 1 pinch salt | 1 pinch vanilla | 150 ml beef stock | 1 grated lemons, zest of or 1 teaspoon bottled lemon juice | 4 sheets frozen puff pastry ","Preheat oven to 220c. Dough wrap each roll in wrap and place on a baking tray/ baking tray. Spray with water and bake for 10 minutes, turn and bake for 2 more minutes. Remove wrap and bake for a further 2 - 3 minutes, remove from oven and allow to cool. To make the filling, fry the meat in a frying pan until just starting to brown. Set aside in a bowl. To make the rolls, place each frozen roll on a pastry sheet. Sprinkle a little sea salt over the roll, then spread some chopped shallots over the rolled pastry. Fold pastry over to make a log. Cut the roll into six large triangles. Place a dollop of the filling into the corners, fold one side over then the other and roll the pastry over to seal. Place the rolls on a baking tray and bake for 15 - 20 minutes until cooked. Serve with kål patties. Serves."
48331,"chili oil,ketchup,black mustard seed,pizza sauce,french bread,coriander seed,celery rib,egg yolk",Sweet Chillies French Bread," 2 teaspoons coriander seeds | 1 teaspoon mustard seeds | 2 celery ribs, sliced | 1/4 cup ketchup | 2 tablespoons ketchup | 2 egg yolks | 1 small loaf french bread, sliced ( thin ) | 1 tablespoon chili oil ","Preheat oven to 180c. Spread crushed coriander seeds on a baking tray and spread seeds into a single layer. Bake for 8 minutes or until aromatic. Cool. Grind coriander seeds and mustard seeds in food processor until finely ground. Combine ground coriander and mustard seeds, celery, ketchup, ketchup, egg yolks and 1 tbsp of chilli oil in a bowl and beat well with electric mixer. Cut bread slices into 1 inch slices and spread half the mixture on each slice. Top with remaining bread slices and close securely with skewers. Brush tops of bread with remaining chilli oil and place on oven tray. Cook for 35 - 40 minutes or until bread is crusty and hot. Remove from heat. Serve with dipping sauce or icecream, if desired."
48332,"sun tomato,broccoli floret,chili pepper flake,jalapeno chile,lime wedge,hamburger bun,raspberry","Bun of Beef, Broccoli, and Sun-Dried Tomato Nests"," 1 lb hamburger chuck or 1 lb round steaks | 1/2 - 1 teaspoon chili pepper flakes | 3/4 lb fresh broccoli floret, steamed | 2 tablespoons sun-dried tomatoes, soaked in warm water for 10 minutes, drained | 1/2 - 1 teaspoon jalapeno chile, finely chopped ( more, to taste ) | 4 fresh raspberries or 4 fresh strawberries, coarsely chopped | 8 fresh crisp rice buns ","Mix all of the ingredients in a large skillet or dutch oven, breaking up the meat and browning well."
48333,"lime zest,ghee,red onion,bell pepper,curry powder,onion flake",Spicy  Curried Onions," 1/4 - 1/2 cup curry powder, to taste | 1 onion, sliced | 1 red onion, sliced | 3 tablespoons ghee or 3 tablespoons butter | 1 lime, zest of or 1 orange, zest of | 1 bell pepper, sliced thin ( optional ) ","In a large skillet heat the oil over medium to medium high heat. You only want to coat the pan with the oil at first as it heats. Add the red onion, onion & bell pepper to the skillet, if using, and saute until they get limp add the curry powder. Stir and toss. Reduce the heat and simmer for about 5 minutes. Add the lime zest or orange zest and continue cooking, stirring constantly, for another 5 minutes or so. If desired, you may want to serve and let guests add a dash of curry powder to the mixture, it may also help to cook the onions, then add the sliced peppers at the very end of the cooking. Serve hot."
48334,"kale,sourdough bread,frangelico,cake flour,vegetable oil",French Kale and Kale Tea Breadsticks, 1 package kale | 3 tablespoons vegetable oil | 1 cup cake flour or 1 cup flour | 3/4 cup frangelico | 2 -3 tablespoons sourdough breadcrumbs or 2 -3 tablespoons shredded french-kernel almonds ,"Cut kale into 12 - 12 lenghts. In a small bowl, toss the kale with oil and coat well. Set aside, covered, in the refrigerator. If you're using flour breadcrumbs, mix dry ingredients in small bowl. Add kale and coat well with flour mixture. Preheat fry pan over light heat and add the 2 tablespoons of sourdough crumbs and 2 - 3 tablespoons of water. Stir until the crumbs just start to turn golden, about a minute. Transfer to paper towel lined plate. Dip the breadsticks into the crumbs and then press into the floured fingers to form sticks. Cook on a hot fry pan or griddle until golden, turning with a spatula as needed."
48335,"water chestnut,plain flour,nicoise olive",Olive Scrolls, 1/2 cup nicoise olive ( pitted and sliced ) | 1 cup plain flour | 3/4 cup water chestnut ( drained and sliced ) ,"Place the olives and flour in a bowl. Make a well in the middle and add the water chestnut. Knead together well. Place dough between two pieces of plastic wrap to form a patty about the size of your palm, using a rolling pin. Flatten slightly. Dip patty in flour and then in olive oil. Press the dough out into a 10cm x 15cm rectangle. Repeat with remaining dough and oil mixture pressing down to make 2 evenly spaced rectangle shaped cookies. Bake at c for 8 - 10 mins until golden brown."
48336,"fig,ghee",Fig Jam - Indian Figs in Ghee, 1 lb figs | ghee ( clarified butter ) ( optional ) ,"Heat ghee in a pan. Add figs and cook on medium heat so that the figs are golden in color. When done, add ghee to the pan. The figs should become crispy and transparent."
48337,"golden caster sugar,date,green cardamom pod,farfalle pasta",Fidelproof Fruited Noodles," 400 g dried long grain farfalle pasta | 150 g frozen pitted dates, coarsely chopped | 1 large green cardamom pod, crushed with the flat blade of a knife | 2 tablespoons golden caster sugar ","Cook the pasta in boiling salted water for 9 minutes, or until al dente. Meanwhile cook the dates in a pan of boiling water, stirring occasionally for 20 minutes or until softened. Transfer to a strainer and run under cold water to cool slightly. Drain the pasta and dates, reserving 1/2 cup of the cooking water. Place the sugar in a pan. Cook over a low heat for 5 minutes, stirring. Add the dates and bring to the boil, reduce the heat and simmer for 2 - 3 minutes. Remove from the heat and stir in the pasta and sugar. Serve hot or cold."
48338,"daikon radish,nacho chip,enchilada sauce,tomatillo,romaine lettuce,green olive,szechwan pepper",Enchilada Salad," 2 tablespoons toasted nacho chips | 2 tablespoons fresh enchilada sauce | 4 cups mixed romaine lettuce | 1 bunch fresh russet potato-based fresh tomatillos, husked | 1/2 cup thinly sliced nachos, casings removed | 1/2 cup sliced pitted green olives | 1 tablespoon thinly sliced daikon radish | 1 tablespoon szechwan pepper, or vietnamese-style jalapeno sauce, to taste ","Spray a large serving platter with cooking spray and set aside. Break the nacho chips into smaller pieces and sprinkle over the base. Bake in the preheated oven until golden brown, about 5 minutes. Remove from oven and set aside. Place the romaine and tomatillos in a large salad bowl or platter. Drizzle with cooking oil. Toss with the nacho chips. Drizzle with enchilada sauce. Toss to coat. Remove the leaves from the russet potatoes and coarsely chop. Place them in a small bowl and cover with cold water. Let them sit for 10 minutes. Drain and pat dry. Add them to the salad bowl and toss to coat. Garnish with the toasted chips, olives, radishes and peppers if desired. Serve immediately, or refrigerate until serving time."
48339,"dark soy sauce,anise oil,tomato puree,green chilies",Spiced Tomatoes," 3 tablespoons dark soy sauce | 3 tablespoons tomato puree | 2 green chilies, seeded and minced | 1 anise oil ","Combine all ingredients in a nonreactive saucepan. Bring to a boil, cover and simmer on low heat for 20 - 40 minutes or until thick. Remove chilies from pan and discard. Using a slotted spoon, remove the chilies and add to the sauce."
48340,"white flour,eggplant",Eggplant and Potato Farls, 3 red eggplants | 1 1/2 cups white flour ,"Preheat oven to 200°c. Cut two eggplants lengthways into 5mm slices. Slice the slices widthways into 5mm slices. Put flour into a large bowl. Dip eggplants first into the flour, then into the egg and finally coat each side well. Arrange eggplant slices on a lightly oiled baking tray and bake for 12 - 15 minutes or until golden. Meanwhile boil or steam potatoes until tender. Place potatoes on absorbent paper and cool slightly. Drain off any excess flour."
48341,"soy sauce,vinegar,red wine vinegar,olive oil,dark raisin,yukon gold potato,dill",Sweet Potato Salad," 3 medium yukon gold potatoes | 2 tablespoons good-quality red wine vinegar | 2 tablespoons olive oil | 1 1/2 teaspoons vinegar | 3 cloves garlic, minced | 2 tablespoons soy sauce | 2 tablespoons dark raisins | 2 tablespoons chopped fresh dill ","Peel and dice potatoes and place in a saucepan with cold water to cover. Bring to a boil over high heat and cook until just tender, about 25 minutes."
48342,"pecan nut,sherry,bisto",Pecan Pecan Blossoms (Melt Bisto Pops)," 2 teaspoons sherry | 1 cup pecan nuts, coarsely chopped | 2 tablespoons condensed bisto ","Heat oven to 400 degrees f. Line baking sheet with foil. In a medium bowl, mix sherry and nuts. Add bisto and mix well. Shape into 1 inch balls and place on baking sheet. Bake in the preheated oven for 10 minutes or until lightly browned."
48343,"biscuit,italian cheese,sunflower oil,chicken part,cherry tomato",Sunflower Chicken Focaccia," 400 g mixed roasted chicken parts | 100 ml sunflower oil | 2 cups italian cheese, grated | 1 cup biscuit, crushed | cherry tomatoes, to serve ","Preheat the oven to 200 degrees celsius. Mix together the chicken, oil, cheese and biscuit crumbs mix well. Take small tablespoons of mixture and form into an 'focaccia' with a heaped tsp of mixture. Place in a greased oven tray. Brush with oil. Bake for 25 - 30 min until golden."
48344,"kahlua,mint leaf,margarita mix",Mexican Martini, 2 ounces kahlua | 1 ounce margarita mix | 1/4 ounce mint leaf ,Shake with ice and strain into martini glass.
48345,"vermicelli,cheese,balsamic vinegar,basmati rice,ham,hot red chili pepper",Broiled Vermicelli and Ham Pilaf With a Kick," 1 cup cooked basmati rice | 1 cup uncooked vermicelli, broken into 3 inch pieces | 1/2 cup thinly sliced fresh ham | 1 roasted unseeded hot red chili pepper, sliced | 1/4 cup balsamic vinegar | 1/4 cup cheese, grated ( such as edam or parmesan or parmesan ) ( optional ) ","Preheat broiler and place a large nonstick skillet over medium heat. Add half the vermicelli and 1/2 cup rice. Cook, stirring, until noodles are heated through, about 3 minutes. Turn into a shallow serving bowl. Top with ham, red pepper and 2 tbsp of the balsamic vinegar. Top with remaining vermicelli and then sprinkle with cheese. Broil until cheese is melted and bubbly, about 3 - 4 minutes."
48346,"fruit,bacon,provolone cheese,red pepper",Cheese on a Stick, 1 large fresh fruit | 1/4 lb diced bacon | 4 medium slices provolone cheese | powdered red pepper ,In a skillet cook bacon. Remove bacon drippings from drippings. Sauté pepper in 2 tablespoons bacon fat. Drain off grease. Remove pepper and reserve. Cut provolone into 1 - 2 1/2 inch slices. Arrange pieces of pepper and bacon in a flat serving dish. Top with provolone. Serve immediately.
48347,"strawberry,white vinegar,sharp cheddar cheese,salt,miracle whip,green bean,chocolate chip,pearl barley",Strawberries Romanoff," 1 packet frozen chopped green beans, thawed | 1/2 cup crystalized miracle whip ( optional ) | 8 ounces sharp cheddar cheese, shredded | 1/4 cup sweet dark semi-sweet chocolate chips | 1/8 cup white vinegar | 3/4 cup canned sliced strawberry ( do not cook ) | salt | 1 cup cooked pearl barley ","In a bowl, combine miracle whip, cheddar cheese, chocolate chips, vinegar, strawberries and salt. Chill and serve over rice."
48348,"head iceberg lettuce,bean",Taco Salad III," 1 head iceberg lettuce - rinsed, dried and torn into bite sized pieces | 1 can refried beans, or more as needed ","Toss lettuce, refried beans, and hot sauce together in a large bowl."
48349,"olive,sea salt,vanilla essence,fig,apple juice","Fig, Apple & Olive Tapenade"," 6 ounces figs | 2 tablespoons apple juice | 1 teaspoon pure olive, if using fresh figs | 1 pinch sea salt | 1 -2 teaspoon pure vanilla essence ","Mix all ingredients in a bowl with hands, using ice if you need it. Enjoy."
48350,"pickle juice,sherry wine,parsnip,harissa,guacamole,mozzarella cheese,olive oil,bean sprout",Moroccan Style Parsnips and Cheese Sandwiches," 1 1/2 lbs parsnips | 1/4 lb mozzarella cheese, sliced thin | 8 slices montasio cheese or 8 slices muenster cheese | 8 -10 pitted ripe olives ( optional ) | 8 teaspoons pickle juice | 1 1/2 teaspoons harissa | 4 teaspoons sherry wine | 4 -8 teaspoons olive oil ","Clean parsnips, but do not peel. Peel if desired. Place on cutting board or board. Slice into 1/2 inch chunks with scissors, as if you were making a meatloaf. Toss in a bowl with 1/4 lb mozzarella, 2 slices of muenster, pepperjack, some olives and pickles if using. Use whatever kind of cheese you prefer. Roll sandwiches closed using toothpicks. Pour some olive oil on a plate. In a small bowl, mix the pickle juice, harissa, sherry and a few drops of sherry. Heat 1 tspn oil in a skillet, then add rolls and marinate for 2 hours or more. If using a baking dish that does not accommodate the bread, preheat oven to 350°f or a lightly oiled baking sheet. When pan is hot, add 3 pieces of bread and fry for 2 minutes or until lightly toasted. Remove from oven and place rolls on baking sheet. Brush with the sauce used for dipping rolls. Bake for about 3 minutes more or until crispy. Serve with lettuce, tomato or salsa. Serves. Maggie shafia's recipe book, http, //www. Urbandictionary. Com/define asp."
48351,"veal escalopes,lamb fillet,broccoli floret,orange flower water,celery,spinach,vegemite,icing sugar",Lamb and Broccoli Meat Rolls from the Farmhouse, 4 medium veal escalopes ( about 6 ounces each ) | 4 small broccoli florets ( about 500g ) | 4 ounces lamb fillet ( trimmed and cut in 1in cubes ) | 1 ounce fresh spinach or 1 ounce tender baby spinach leaves | 1 ounce raw carrots or 1 ounce celery | 1 ounce shredded vegemite | 1/2 teaspoon fresh orange flower water | 1/2 ounce icing sugar | freshly grated icing sugar ,"In a saucepan of boiling water, cook escalopes for 2 or 3 minutes each side or until cooked through, drain and keep warm. Meanwhile steam or steam the broccoli for 5 to 7 minutes drain and set aside. Heat oven to 400°f. Line a baking tray with baking paper. Place escalopes on the tray, top with broccoli, meat, vegetables and spinach. Combine the vegemite, orange flower water and salt and pepper together, then spoon over the meat parcels. Bake for 15 to 20 mins or until the meat is browned and vegetables are tender, serve, garnished with fresh mint if desired."
48352,"garam masala,garlic salt",Garlic and Spice Blend for Beef and Chicken, 2 tablespoons dry garam masala | 1 tablespoon garlic salt ,"Place all ingredients in a clean, dry dish. Let marinade for at least 1 hour. Remove spice bag from meat, reserving contents for other uses before grilling. Grill meat with reserved marinade. Flavor change with different spices."
48353,"italian salad dressing,cauliflower,mustard,parsnip,duck,plain flour,plum tomato",Duck With Mustard., 1 head cauliflower | 1 lb duck | 4 plum tomatoes | 1 parsnip | 1 cup italian dressing | 1 tablespoon prepared mustard | 1 cup parsley or 1 cup sage ,"Clean and dry cauliflower. Cut off the woody core and finely chop the flowerets. Dice duck. Place cauliflower in a large pot half full of water, boil for approximately one hour. Drain and cool. Dice tomatoes. Place in a bowl with the prepared mustard and parsley. Cut duck into 1 in cubes while skin is still hot. Place a layer of duck fat on the bottom of a large baking dish, place cauliflower on, pour in the mustard dressing, then top with the chicken. Cover with foil and bake at 350 degrees for 40 minutes. Top with parsley or sage for a crispier flavour."
48354,"leg lamb,white pepper",Barbecue Skewers," 2 - 3 lbs boneless leg of lamb, cut into 2-inch cubes ( depending on size, can also use leg of beef, cut into 2 cubes ) | 1/4 teaspoon white pepper ( optional ) ","Combine lamb cubes, white pepper, and black pepper for marinade and stir to coat. Thread 3 pieces of meat onto skewers. Prepare grill for direct heat, gas grill about 5 minutes on each side. Serve with barbecue sauce for dipping."
48355,"lipton onion mushroom soup mix,mortadella,bamboo shoot,fruit,salt seasoning",Solo Dip (Aka Mortadella & Bacon Spread), 2 cans mixed fruit ( your choice of firm ripe mixed fruit ) | 1 bag shredded lettuce | 1 can bamboo shoots ( about 3 large ) | 1 package lipton's onion mushroom soup mix | coarse salt seasoning ( optional ) ,"Combine all ingredients in large bowl. Taste and adjust seasoning, pour into 9x13 glass pyrex dish. Cover dish with plastic wrap and wax paper and place at lowest setting until mixture reaches liquid level specified on package, at least 1 hour. When mixture is fully blended, pour into 9x13 glass casserole dish. Note, can use canned, sliced ripe fruit and cooked slices of bacon."
48356,"miso,rump steak,mexican cheese,baking powder,heavy cream,egg noodle,sushi rice,rice flour",Sushi Crusted Beef Hash (Sushi), 3 cups dry instant rice | 1 1/2 lbs rump steak | 1/2 cup rice flour | 2 eggs | 1/4 cup heavy cream | 6 tablespoons miso | 1/4 teaspoon baking powder | 12 cups sushi rice | 1 cup of shredded mexican blend cheese ,"Combine 2 cups of dry instant rice and 2 tablespoons of cold water in a sauce pan with a lid and bring to the boil. Remove from heat and cover for about 15 - 20 minutes. Drain and place on a paper towel lined plate to dry and cool completely. Cut the meat into medium sized cubes and stir in the 1/2 cup of rice flour in a large heavy bottomed pot. Beat in the eggs, followed by the cream and miso. Bring to a simmer over medium heat, stirring constantly, then simmer on medium heat, stirring occasionally, until the sauce is smooth and thick, 5 - 9 to 10 minutes. While the eggs are coming to a boil, bring about 2 1/2 cups of sushi rice to a boil in lightly salted water. Reduce heat and bring to a boil over high heat. Reduce heat to medium low and cook 15 minutes, or until cooked through. Rinse rice well under cold water until no longer cloudy. Dip a 1/2 cup measuring cup into boiling water and then drain the rice of excess water. This will drain some of the excess water into the rice and keep it moist. Fill each of the prepared steamed sushi shells by pushing down with your thumb and stretching slightly over the sides of the pan to make them dry enough to mold easily. You could also use a rice mat to keep the sushi from sticking to itself. Pour about 1 1/2 cups of rice in a bamboo sushi mold and place into a steamer over medium heat. This will also help the rice mold keep its shape while you cook it. The bamboo sushi mat has to be big enough to fully wrap around your hands if it is submerged in water. It will not have to be big enough to reach all of the rice, but it should tightly cover the rice. When the water at the bottom of the steamer stops coming to a boil, place a clean, damp towel on top of the mold and press on the sides to push some of the rice into it to make a flat shape. This is not very handy you can simply pat the rice off the rice and onto the towel or mat in your hands, which are left in the pot on top of the rice to keep the steam from seeping through. Remove the plastic wrap and gently turn the sushi over. Hold the rice with both hands and pull the rice over the mold so the top of the rice resembles a cone. Steam a couple of minutes until the rice turns a deep amber color and has been cooked through. Do not overcook the rice. When it turns into a cone, the rice should be cooked through. To unmold the rice, put a piece of rice on a flat surface and top with about 1/4 cup of the mexican cheese. Then lay about 1 - 2 tablespoons of the cheesy mexican cheese on top of the cheese and then put another mexican cheese piece over the cheese. Continue to carefully unroll the steamed rice and place onto a platter. Repeat with the remaining mexican cheese pieces and mexican cheese, placing each onto a plate. The mexican cheese is the traditional garnish used in sushi making sure to provide additional mexican cheese in your last moments."
48357,"sparkling wine,salsa,red onion,white wine,grain mustard",Sizzling Spanish Wine - Rachael Ray (Sizzling Wine)," 1 medium red onion, halved and thinly sliced | 1 jar salsa, medium size works best | 1/2 cup dry white wine | 1 1/2 teaspoons dry grain mustard | 1 cup sparkling wine ","Add the onions to a small saucepan, breaking them into chunks as you go. Add the salsa to a small bowl and stir in the dry mustard, then pour the sparkling wine into a small saucer. Serve immediately."
48358,"tomato puree,tarragon,bulgar wheat,ha avocado",Greek Bulgur Wheat," 1 cup bulgar wheat | 1 cup tomato puree | 2 ripe hass avocados, chopped | 1/3 cup fresh tarragon or 1/3 cup fresh flat-leaf parsley, chopped ",Place bulgur in a bowl and add 1 cup water.
48359,"vanilla essence,double cream,french green bean,chicken tenderloin",Creamy Chicken With Green Beans, 1 chicken tenderloins | 1 can french style green beans | 1/2 cup double cream ( or thickened cream ) | 1 teaspoon vanilla essence ,"Cut stringy ends off of chicken tenderloins and cut each into quarters lengthwise. Cut tenderloins into 2 - 3 sections. Cook on grill, with one cup of water for 25 minutes, until tenderloins are browned, juices evaporate, and meat is well cooked. Place tenderloins on plate, and cover with sauce. Refrigerate for several hours, stirring occasionally. After serving, remove any stringy bits. Spoon sauce over chicken and serve hot with green beans."
