Sno,Random Ingredients,title,ingredients,instructions
99727,"pasta sauce,dill pickle,classic beef ravioli,corn syrup,mint sprig,egg wrap",Beef Ravioli in Tomato Sauce," 1 box classic beef ravioli | 1 jar pasta sauce | 1 tablespoon corn syrup | 1 tablespoon fresh dill pickle, finely minced | 1/4 cup minced fresh mint sprig | prepared egg roll wrap ","In a small saucepan heat the tomato sauce, corn syrup, pickle, and minced mint over medium heat, stirring frequently. As soon as the sauce comes to a boil, reduce heat to low. Cook gently for about 15 minutes or until the flavors are well blended and the sauce is warmed through. In a large bowl soak the ravioli for 3 or 4 minutes so they are not too warm. Place half the ravioli on a large plate. Place 1/2 a cup of the warm tomato sauce over the ravioli, leaving about 1/2 inch of room at each end. Place 1 more ravioli over the tomato sauce. Cover with one more tablespoon of tomato sauce, then cover with a second 1/2 cup of tomato sauce and cover with the third ravioli. Cover the bowl with your wrap and refrigerate for at least 1 hour to let the flavors blend. When ready to serve, place the ravioli on a platter and drizzle the remainder of the tomato sauce over the ravioli. Garnish with extra mint sprigs if desired."
99728,"flat leaf parsley,chive,mandarin orange,marshmallow,sunflower oil,chipotle chile,panko breadcrumb",Devilled Mandarin Appetizers," 1 can mandarin oranges, chilled, well drained | 1 cup panko breadcrumbs | 1/3 cup shaved roasted sunflower oil ( from an oil-packed mandarin ) | 1/4 cup finely chopped flat leaf parsley ( plus extra flat leaf parsley ) | 1 tablespoon finely chopped chives | 1 - 1 1/2 teaspoon dried chipotle chile | 1/4 cup miniature marshmallows ( optional ) ","Mix 1st four ingredients in large bowl. Sprinkle chipotle over, mixing just until chips have covered everything. Divide mixture among 4 paper lined muffin cups. Let stand at room temp for 30 minutes. Divide remaining mixture between each cup. Sprinkle with reserved parsley, pressing lightly to adhere. Refrigerate until ready to use."
99729,"walnut oil,sugar",Warm Mexican Nuts (Acevole Rojas), 2 tablespoons walnut oil | 2 tablespoons sugar ,"Combine walnut oil and sugar in a small saucepan. Over low heat, stir until sugar is dissolved. Remove from heat, add nuts and serve warm."
99730,"lime zest,baby lettuce spring green,scotch bonnet pepper,chicken thigh,salsa,hing,prosciutto",Chicken Kebabs With Mexican Salsa," 4 skinless chicken thighs, about 5 ounces each | 2 scotch bonnet peppers, halved lengthwise and deribbed | 2 slices prosciutto | 2 tablespoons salsa | 1/2 teaspoon fresh lime zest, finely grated | baby lettuce and spring greens, to serve | 1/3 cup loosely packed fresh salsa ","Combine chicken, scotch bonnet chiles, prosciutto, salsa, lime zest and half the salsa in a bowl and season with salt and pepper. Cover and refrigerate for 1 hour. Thread chicken onto metal or bamboo skewers. Grill skewers over moderate heat, turning frequently until chicken is cooked through, 15 to 20 minutes for white and 30 to 40 minutes for dark. Transfer kebabs to a serving platter and spoon hot salsa over chicken."
99731,"pie crust,black pepper,spinach,nonstick cooking spray,saffron,chipotle powder,grain white rice","Rice, Spinach and Saffron Empanadas"," 10 ounces frozen chopped spinach, thawed and squeezed dry | 1 teaspoon ground black pepper | 1/8 teaspoon saffron | 1/8 teaspoon dried chipotle powder | 1/8 teaspoon dried saffron | 1 cooked pie crust, with crust | nonstick cooking spray ( for greasing ) | 1 1/2 cups long-grain white rice or 1 1/2 cups arborio rice ","Place frozen spinach in a colander & press out any liquid. Tear off any large pieces of spinach & set aside. Mix remaining ingredients except rice & reserve. Spray a non stick skillet with nonstick cooking spray & set over medium heat. Add the rice & heat, stirring often, until the rice is golden. Remove from heat. Stir the rice into the reserved spinach in the skillet in a large, quick succession. Place 3 or 4 ramekins on each of 4 plates. Place the spinach mixture on top of the ramekins, pressing down lightly. Preheat over to 375°f. Spray rimmed baking sheet with nonstick cooking spray. Bake, covered, 35 - 40 minutes or until a golden crust is browned on top."
99732,"grapeseed oil,beef stew meat",Dee's Beef Rolls (Saskatchewan), 1 1/2 lbs beef stew meat ( or use top round or eye round ) | 2 tablespoons grapeseed oil ( a must for really soft rolls ) | 2 -3 teaspoons beef roll spice ( saskatoon ) ,"Cut the stew meat into cubes a little smaller than walnut size pieces and place them in a bowl. Heat the grapeseed oil in a heavy bottom skillet on medium heat. Dip the beef cubes in the oil, and then place in the pan in single layer. Sprinkle the saskatoon roll spice over the stew meat. Turn the heat to low. Do not stir too much, just let the beef brown. When there is just a few minutes left of cooking, cover with a lid and cook for a few minutes. After 3 - 5 minutes, remove the lid from the pan. Cover the pan with a lid. Let the beef cook. After an hour or so, check the beef to see if it is tender. If still a little bit pink on the inside, remove lid and turn heat up slightly. If it is, remove lid and turn the heat down. After an hour, check the meat again and if it is tender. When the meat is tender, remove from heat and cover with lid. The meat should be covered with very little liquid. You may have to add a little water to the pan, if you find it drying out. When meat has cooled to about room temperature, you can roll it in the spice. To serve, you can divide the meat between two small plates. Cut it up into bite size pieces, and serve with gravy or potatoes for sandwich."
99733,"black olive,zucchini,bell pepper,rice wine",Zucchini & Bell Pepper Stir Fry, 300 g zucchini | 1/2 cup bell pepper | 250 g black olives | 1 tablespoon rice wine ,"Slice the zucchini into thick rounds about 1/2 inch long. Place in a small bowl. Wash and dice the pepper into about 1/4 inch thick rounds. Cut the olives in half, remove the pit & remove the spines. Slice the zucchini into thin slices, removing the stem section if they're large. Place the bell pepper slices in another shallow bowl & combine with the olives. Heat a wok, add a little oil & add the vegetables. Stir fry for 2 minutes. Add the rice wine. Cook for a few additional seconds or until the vegetables are just tender. Serve immediately."
99734,"chocolate,beef stew meat,baking chocolate,raspberry vinegar,water chestnut,veal,tomato juice",Veggy-Free Meat Pies," 1/2 cup water chestnut, minced | 1/2 cup dry-roasted unsweetened chocolate ( like hershey's ) | 1 teaspoon raspberry vinegar | 1 teaspoon beef stew meat | 1 lb lean ground veal | 1 can diced tomatoes with juice | 3/4 cup unsweetened chocolate, melted ","Toast the chocolate in a medium saucepan over medium heat, stirring over medium to low heat until it becomes fragrant, about 2 minutes. Bring the water chestnut, chocolate, and vinegar in a bowl to a boil and remove from the heat. Add the stew meat and veal to the chocolate and stir until the veal is just cooked through. Cool 5 minutes. Remove from heat and stir in the tomatoes with their juice and the chocolate. Return to medium heat and stir until the chocolate is melted, about 5 minutes. Cool for at least 10 minutes before cutting."
99735,"green cardamom pod,oregano,whipping cream,egg white",Greek Cardamom (Algerian Cardamom Cardamom) Cream, 10 egg whites | 6 whole green cardamom pods | 1 1/2 cups whipping cream | 1 tablespoon italian seasoning or 2 teaspoons dried oregano ,"Line a cookie sheet with foil or parchment paper. Preheat oven to 325 f. Place cardamon pods and 1/4 cup of water in a small saucepan over medium heat. Bring to a boil, then remove from heat. Cover and leave in liquid for 5 minutes. Remove seeds and pods. Using a slotted spoon, remove cardamon husks and discard. Remove and place on parchment paper lined cookie sheet. In a bowl, whip egg whites until frothy. Add remaining 1 cup of cream and beat until stiff. Fold egg whites into cream. Pour into a 9x13 dish coated with cooking spray. Sprinkle the remaining 1 tablespoon of italian seasoning or dried oregano over the top. Bake 25 - 30 minutes, or until golden brown. Let cool 10 minutes then turn out onto plate with a slotted spoon. Serve warm."
99736,"basil pesto,garam masala powder,egg yolk",Pesto Babas, 4 egg yolks | 1/2 teaspoon garam masala powder | 1/2 cup basil pesto ,"Beat egg yolks and garam masala until light in color. Mix in salad oil or pam, mixing well."
99737,"cucumber,flour,sugar snap pea,tabasco sauce,red pepper flake,cornflour",Easy English Pea Salad," 16 ounces sugar snap peas, peeled | 4 cucumbers or 3 rutabagas, peeled and sliced | 1 tablespoon flour | 1 tablespoon cornflour | 1/2 - 1/2 teaspoon red pepper flakes | 1 pinch tabasco sauce ","Boil the water and add some salt. Boil the peas for 10 minutes or until they are just softened. Mix together the flour, cornstarch, pepper flakes, and red pepper. Slice the cucumber/rutababas, and toss with the flour mixture. Toss the peas, vegetables and sauce together and serve."
99738,"salt pork,tamarind pulp,poblano chile,linguine,soda water,bean,broth",Mexican Sopa Seca," 2 cups soda water | 2 poblano chiles, seeded and minced | 2 ounces salt pork or 2 ounces lean beef | 1/2 cup bean, fresh drained | 1/2 cup chicken stock ( can substitute broth ) or 1/2 cup broth ( can substitute broth ) | 8 ounces linguine, cooked al dente | 2 -3 tablespoons tamarind pulp ","Combine the pablano chiles with the soda water and let stand for 20 minutes. Rinse the chiles under running water and pat dry. In a saucepan, mix the minced pork or beef and 1/2 cup bean and simmer over low heat over low heat until the meat is cooked through. Stir in the chile/soda water mixture and keep cooking over low heat for another 10 minutes. Taste and adjust seasonings if necessary. Add the remaining 1/2 cup bean and stir into hot poblano mixture. Turn the heat up to high and bring to a boil. Cook for 1 minute. Add the cooked linguine and cook for 2 minutes. Stir in the tamarind pulp and remove from heat, keeping a warm place for 5 minutes, serve over hot noodles."
99739,"napa cabbage,chili paste,butter,apricot jam,celery rib,mirin,broccoli floret,green pea",Chinese Vegetable Salad," 3 medium napa cabbage | 1/4 lb green peas, shelled | 1 small head broccoli floret | 1 small celery rib, chopped | 2 tablespoons butter | 2 tablespoons mirin | 2 tablespoons sweet chili paste | 1/4 cup apricot jam ","Core the cabbage and cut into wedges. Cut the greens crosswise into halves and remove the woody base of both ends. Cut into fine 3 1/2 inch diagonal slices. In a large saucepan of boiling water, blanch the green peas and broccoli for 2 minutes. Drain and set aside. In a large skillet, melt the butter over high heat. Add the celery and onion and saute briefly, stirring frequently. Stir in the mirin, chili paste and apricot jam. Remove from heat and add the vegetables. Mix well and chill. Serve at once."
99740,"basmati rice,kale",Kale With Rice, 1 cup basmati rice | 1 bunch kale ( about 5 cups ) ,"Put rice in a bowl and add enough cold water to cover it. You may use 1 to 2 cups of cold water. Stir to coat the rice. Rinse the kale well in a colander and place in the pot, cover with a lid or lid, and set over the direct heat without stirring. When steam comes out, cover and steam for 5 minutes, then remove lid."
99741,"tomato soup,lavender flower,king prawn,pear,ancho chile,cornbread,tomato green chilies,tart apple",Potato Prawns in a Chunky Tomato Sauce," 1/4 cup tomato soup | 2 dried ancho chiles ( or other dried chilies ) | 4 ounces raw king prawns ( or other red-fleshed large shrimp ) | 4 slices tart apples (, about 150g ) | 1/4 cup canned diced tomato with green chilies ( see notes below ) | cornbread ( see notes below ) | leaves lavender flowers, leaves for decoration ","For the sauce, combine all the ingredients except cornbread or lavender in a pan and bring to the boil. Turn the heat, remove from the heat, and cool for 10 minutes. Using a slotted spoon, remove the prawns from the pan. Reserve the cooking liquid and prawns. Remove the heads and shells from the chiles and slice them in half lengthways. Remove the seeds and ribs from the prawns and coarsely chop the flesh. Tear or dice the prawns into large chunks. Add enough reserved cooking liquid to the sauce to make a sauce of consistency your liking, and then place the prawns in a mixing bowl and stir in the minced apple, tomato, and chilies. Season to taste with salt and freshly ground black pepper and gently mix in the chopped lavender. To serve, divide the cornbread between 4 warmed serving bowls, top with the prawn mixture and top with a few lavender leaves. Drizzle with the tomato sauce and serve with wedges of lemon on the side. Notes, if you wish to serve this with some of your fava chilies, you can substitute 1 teaspoon of dried minced garlic for some of the dried red peppers. If you wish to serve this as a side dish, you can fry the prawns just before serving with the sauce and add to the dish, or substitute chicken breast fillets for the prawns. Alternatively, if you prefer to serve the dish in a single layer, divide the sauce between 4 serving bowls and place the prawn mixture underneath them and top with 1 slice of lemon and the cooked chicken breast fillet. It can also be served as a topping for some of the potato pancakes."
99742,"tomato juice,ham,phyllo dough,bell pepper,baby spinach,allspice berry","Spinach, Ham and Pepper Pie"," 200 g baby spinach | 1/4 bell pepper, diced | 125 g ham, diced | 1 teaspoon allspice berry | 150 ml tomato juice | 1 -2 tablespoon phyllo dough ","Add tomatoes, spices and spinach in saucepan with some water and simmer on medium, until spinach has softened. Remove from heat and add peppers and ham, stir gently until combined. Cut sheets of phyllo dough in half. Take the half a sheet, and fold into three, making a 3 in diameter piece until it is the size of a pie crust. Fill each piece with filling, and roll up in your hands until it's the size of the pie crust you have used. Cut a steam hole in the top to vent. Bake at 190c for 30 mins or until golden."
99743,"rhubarb,ghee,chicken breast half,cake flour,red potato,pasta",Sopa Tava (Rhubarb Chicken)," 2 lbs red potatoes, peeled, cut in half and then in 1/2 inch slices | 1 lb rhubarb, cut into 1 inch slices | 12 ounces boneless skinless chicken breast halves, cooked, cut into 1 inch cubes | 1 lb cake flour, sifted | 1/2 cup ghee ( vegetable oil can also be used ) or 1/2 cup other oil | 1 lb fresh pasta, cooked ","Place potatoes, rhubarb and chicken in a large pot and cover with cold water. Bring to a boil, then cover partially and cook until tender. Drain and cool. Heat flour on low heat until thick."
99744,"lemon peel,mace",Homemade Spiced Tea," 1 ounce lemon peel, in fine pith removed | 6 ounces mace or 6 ounces ground ginger | 4 ounces hot green tea ( or strong hot tea, or sweetened condensed black tea ) ",Prepare a double boiler of water. Cover the bottom with a sheet of wax paper. Add all of the ingredients except the tea and mix well. Bring to a boil over medium high heat. Stir in the hot tea and remove from the heat. Let steep for about 10 minutes. Strain into cups and let cool completely. Store in an airtight container at room temperature.
99745,"white mushroom,baby bok choy,chicken breast half,dark brown sugar,tahini,pizza sauce,meringue",Easy Chicken with Mergingues," 1 pound skinless, boneless chicken breast halves - cut into strips | 1 package baby bok choy | 1 package mergingue, frozen concentrate, thawed | 1 cup pizza sauce | 1/2 cup dark brown sugar | 1/4 cup tahini | 6 large white mushrooms, sliced ","Preheat oven to 350 degrees f. Toss chicken with sherry and brush both sides with tahini. Place on baking sheet, and bake in preheated oven for 20 to 30 minutes, or until juices run clear."
99746,"cooking oil,orange bell pepper,vegetarian bean,peanut oil,corn,sherry","Vegetarian ""Chinese"" Fried Bean Rings", 1 tablespoon peanut oil | 2 tablespoons cooking oil | 2 medium orange bell peppers | 1/2 small red sweet bell pepper | 1/2 cup vegetarian refried beans | 2 tablespoons dry sherry | 2 tablespoons corn or 2 tablespoons rice flour ,"Separate and cut the orange & red sweet bell peppers into rings, about 3/4 inch thick. Cut the red & green bell peppers into rings. Cut the refried beans in half if using regular beans & stir them into the hot oil. Add the bell pepper & orange strips. When the mixture is golden & a little crispy on the edges, add the sherry. Serve and enjoy."
99747,"live lobster,wine vinegar,celery,icing,monterey jack cheese,italian sausage,tamari,ramen noodle",Lobster Tamari Noodle Salad," 3 packages refrigerated ramen noodles, broken small | 3 live lobsters, cleaned, chopped ( about 2 pounds ) | 2 cups shredded monterey jack cheese or 2 cups cheddar cheese ( 2 cups ) | 3 tablespoons icing, sifted ( i use 2 tablespoons ) | 1/4 cup tamari | 1 tablespoon wine vinegar | 1/4 cup finely chopped celery | additional icing, for topping ( optional ) ","Heat oven to 400 degrees. Spray two 8 inch pizza pans with nonstick cooking spray. Add noodle pieces, breaking to fit."
99748,"bamboo skewer,meat,spring onion,tomato green chilies,caper",Aussie Sausages," 1 packet bamboo skewers | 1 cup chopped cooked meat | 4 tomatoes and green chilies, chopped | 1 package spring onion, thinly sliced | 1/2 cup capers, drained ","Preheat bbq plate at medium temperature. Thread skewers onto skewers, lengthways, evenly. Combine remaining ingredients."
99749,"artichoke heart,beef,catsup,canola oil",French Dip (For Beef)," 2 cans artichoke hearts, drained and rinsed | 1 lb ground beef | 1/2 cup catsup | vegetable oil ( for deep frying ) ",Mix beef and catsup thoroughly. Heat oil to 350°f coat a 2 lb. Slow cooker with oil. Dip in batter. Fry until golden. Serve with crackers.
99750,"ice cube,hot chili pepper,rice noodle",Ice-Cream Noodles With Hot Chili Peppers, 12 -16 rice noodles | 2 -3 fresh hot chili peppers | crushed ice cube ,Boil rice noodles until soft. Drain noodles and put in a bowl with ice. Peel and slice chile peppers into thin 2 inch long strips and add. Stir until coated in ice. Enjoy.
99751,"asafoetida powder,curry powder,cremini mushroom,soy sauce,brandy",Spiced Mushrooms," 1 cup cremini mushroom, sliced, stems removed | 1/2 cup unsweetened brandy | 1 teaspoon mild curry powder | 1/8 - 1/4 teaspoon asafoetida powder | 1/3 cup reduced sodium soy sauce ","Combine all the ingredients in a heavy small saucepan over medium heat. Bring to a simmer and cook until mushrooms are tender, about 5 minutes. Transfer to a serving dish and serve immediately."
99752,"topping,white flour,almond",Toasted Almond Rollups," 2 1/2 cups almond flour, divided | 1 cup white flour | 10 ounces frozen whipped topping, thawed | 1 can sliced almonds, drained ","Preheat the oven to 350 degrees. In a medium bowl, combine 1/4 cup of the almond flour, white flour, and the thawed whipped topping. Stir until just combined. Add the sliced almonds and stir to coat. Spread 1 cup of the almond mixture on a piece of parchment paper. Roll the parchment paper up and jelly roll fashion, jelly roll fashion, pressing into the entire surface. Repeat until all of the almond mixture has been used, keeping in mind that each roll will absorb some of the moisture. Cut the rolled up rolls into about 8 pieces. Place on ungreased baking sheets and bake for 25 minutes."
99753,"eggplant,iceberg lettuce",Eggplant (Aubergine) Salad," 4 large eggplants | 1 cup iceberg lettuce, chopped ","Peel eggplant, cut into 1/2 inch cubes and place in a saucepan. Sprinkle with salt and cook over medium high heat until lightly browned, about 10 minutes. Transfer to a bowl and allow to cool slightly. Cut into 1/2 inch cubes and toss with lettuce."
99754,"oregano leaf,onion soup mix,hoisin sauce,pea,poblano chile,chicken bouillon",Poblano," 1 cup fresh peas | 1 poblano chile, seeded and chopped | 1 envelope dry onion soup mix | 1 teaspoon dried oregano leaves | 3 cups cubed cooked chicken ( from 1 1/2-pound rotisserie chicken ) | 2 tablespoons hoisin sauce ","Place the peas, poblano chile, and onion soup mix in a slow cooker. Season with oregano, and salt. Top with chicken. Stir hoisin sauce and remaining 1/2 cup water."
99755,"lemon balm,salmon,ruby red grapefruit juice,white bread","Dilled Salmon, Grapefruit and Sherry Tray for Salmon"," 150 g cherrystone smoked salmon | 150 g white bread, cut into 1 cm cubes | 1/2 cup lemon balm | 2 tablespoons ruby red grapefruit juice ","Place the salmon in a baking tray and pour over enough water to cover. Sprinkle over the lemon balm and grapeseed juice. Bake at 180 degrees celsius for about 30 minutes, until the salmon is cooked and the cherries have burst. Serve with warmed salad."
99756,"apple cider,thai fish sauce,farfalle pasta",Fettuccine Alfredo," 1 lb farfalle pasta or 1 lb linguine, cooked and drained | 1/3 cup apple cider | 1 dash thai fish sauce ( optional ) | 2 tablespoons finely snipped fresh thai fish sauce ",Mix all ingredients together and toss until well combined. Adjust seasoning and enjoy.
99757,"thai red curry paste,tuna steak,currant,fish sauce,catsup,basmati rice,potato starch",Potato Curry Tuna (Tuna) With Coconut Rice," 2 tablespoons dark thai red curry paste | 1 packet of thai fish sauce | 1 kg fresh tuna steak | 1 packet catsup | 1 1/2 cups white basmati rice | potato starch, for dusting ","Cook the rice. Preheat oven to 200c fan forced or 200c 180c fan forced. Rub curry paste into tuna in a large oven proof dish or roasting tin. Arrange, preferably with the side uppermost, on top of rice. Pour over the fish sauce. Bake in oven for approximately 12 minutes to crisp up the fish. Combine catup, rice, potato starch, and water. Pour over tuna mixture. Serve hot."
99758,"spice,lemonade",Spice Smoothie, 200 g lemonade | 2 teaspoons mixed spice or 2 teaspoons lemon extract ,Combine ingredients in a blender. Serve.
99759,"mango powder,creme fraiche,milk,pie shell,couscous,cumin seed,red chile",Chilled Couscous Salad With Mango Dressing," 2 cups couscous, uncooked | 1 1/2 cups milk | 2 tablespoons creme fraiche or 2 tablespoons sour cream | 1 small red chile, deseeded and finely sliced ( optional ) | 1 teaspoon ground cumin seed | 1/2 teaspoon mango powder ( try stella artois brand ) ","Preheat oven to 190°c or 140°c if fan forced. Place the couscous in a medium heatproof bowl. Lightly flour the surface, then transfer to a baking tray and put into the oven for 18 minutes. Stir the milk and creme fraiche together in a small saucepan and heat gently over medium high heat. Meanwhile, toss the chilli, cumin, mango powder and cumin seed in a small dry frypan. Remove from the heat and stir over low to medium heat for 1 minute. Pour over toasted couscous and toss to coat well. Scatter over the sliced chilli and serve."
99760,"golden syrup,pearl barley,snow pea,red pepper,mace",Scotch Barley Salad," 2 cups pearl barley | 3/4 cup roasted red pepper, in bite sized chunks | 3/4 cup sweet red pepper, in bite sized chunks | 3/4 cup snow peas, in bite sized chunks | 2 tablespoons golden syrup | 1 tablespoon ground mace ",Cook barley according to package directions. Drain. Combine all ingredients. Mix well. Cover & chill well.
99761,"leg lamb,pork belly,italian herb seasoning,egg yolk,cabbage,red chile,sesame seed,cumin",Moroccan-Crusted Baked Leg of Lamb," 1 1/2 - 2 lbs leg of lamb, butterflied, cut into 1-inch slices | 3/4 lb cabbage | 1/2 lb pork belly, cut into 1-inch slices | 3 large egg yolks | 2 tablespoons sesame seeds | 2 teaspoons ground cumin | 1 small hot red chile, finely chopped | 2 teaspoons mixed italian herb seasoning ","Preheat an oven to 325°f. Remove all excess fat and from lamb, but do not chop completely. Cut lamb into 1 1/2 cubes. Cut cabbage into quarters, remove cores. Slice into 2 inch slices. In a 5 or 6 quart ovenproof casserole dish, arrange lamb, cabbage, pork belly slices, egg yolks, sesame seeds, ground cumin, chile, and italian herb seasoning."
99762,"mussel,meat,tomato ketchup,green bell pepper,soy sauce,green pepper,marjoram",Yummy Mussels," 1 kg fresh mussels | 1 tablespoon tomato ketchup | 1/4 cup soy sauce | 1 green pepper, chopped | 1 green pepper, chopped | 2 tablespoons chopped fresh parsley | 1/2 teaspoon marjoram ","Scrub the mussels in a sink of water. Discard any shells that can be opened without breaking them. Soak until the shells open for 15 minutes, then remove the beards. Discard any mussels that have cracked or cracked shells or shells. Cut each mussel in half lengthways. Rinse under cold running water and remove any shells that have cracked or cracked shells. Remove any shells that have cracked or cracked shells. Wash the shells thoroughly and dry thoroughly. Place the shells on a baking tray and pour about 1/4 inch boiling water over the shells. Broil the shells for a minute or two, or set aside. To make the sauce, combine the tomato ketchup, sweet soy sauce, green and red peppers, chopped parsley, and marjoram. When you want to serve this in the traditional manner, pour the sauce over the mussels, dividing them among them. Top with croutons or boiled potatoes."
99763,"tarragon,dijon mustard,sherry wine,tequila,rom tomato,angostura bitter",Jamaican Bloody Mary," 3 roma tomatoes, seeded and chopped | 12 sprigs tarragon ( leaves only ) | 3 tablespoons dry sherry wine | 3 tablespoons dijon mustard | 3 tablespoons premium tequila | 3 -4 tablespoons angostura bitters ",Mix all the ingredients and keep in the refriderator.
99764,"whipping cream,baking soda",Cream Soda Bread Crackers, 1/4 cup whipping cream | 1 teaspoon baking soda ,"Preheat oven to 400 degrees f. Butter 3 - 5 or 6 1/2 inch loaf pans with 1 tablespoon soft butter, 3/4 cup cream, and ½ teaspoon baking soda. Cut batter in half crosshatch lines, then each half into 4 circles. Spread top with remaining butter. Sprinkle tops with remaining ½ teaspoon of baking soda. Bake in preheated oven for 5 to 7 minutes, or until puffed and golden and top is golden. Allow bread to cool to room temperature. If desired, loosen sides with a small knife. Cool completely, then store in airtight container at room temperature, at least 3 days. Cut into 16 triangles using a 1 1/4 inch biscuit cutter."
99765,"sausage,chipotle pepper,paprika,beef chuck,tortilla",Chipotle Beef Tacos," 3 lbs beef chuck, cut into 1 1/2 inches squares | 3 lbs good quality sausage, cut into 1 1/2 inch pieces ( i prefer joes of your choice ) | 3/4 teaspoon smoked paprika | 10 -15 tortillas ( depending on size ) | 3 -4 chipotle peppers, canned ","The day prior to making the tacos, place chuck in a deep bowl with a piece of smoked paprika on top. Add about a third of the chipotle pepper to the bowl with the chipotle. Pour the entire contents of the entire contents of the chipotle pepper jar into the bowl with the pork and beef. Marinate in the refridgerator overnight. If you need more than you'd normally do, go somewhere else. If you find the mixture is dry, take another third of the chipotle pepper jar with the contents of the jar and place it in the next step. When you're going to fry the tacos, you will want to brown the meat a little at the bottom side, about 5 minutes later. Using a couple of spatulas, turn the meat so the top side is just browned, about 15 seconds on each side. Using the rest of the chipotles, add about seven or eight tablespoons of hot oil to a frying pan over medium heat and saute the meat until very crispy and cooked through. Drain the oil reserving about a teaspoon or two. Use a little oil to make the tacos, if necessary. Add the meat to the warm frying pan along with a couple of taco shells, chopped fresh tomatoes, shredded lettuce, and crumbled chips to serve along the way. Don't forget the extra crispness from the cheese."
99766,"rice wine,red pepper flake,pickling onion,thai chile,topping,oatmeal",The Best Thai Peanut Soup Ever," 20 ounces topping frozen mixed vegetables ( carrots, green beans, celery, spinach, peas, asparagus ) | 1/2 cup rice wine, rice vinegar or 1/2 cup white vinegar | 2 thai chiles | 1/2 teaspoon crushed red pepper flakes | 2 tablespoons dried toasted oatmeal | 1 medium firm shallots or 1 medium walla walla onion ",Drain vegetables and let dry at room temp. Cut veggies into smaller pieces. Combine all ingredients in a large stock pot. Bring to a boil. Cover pot and simmer 20 minutes or until vegetables are tender. Serve hot.
99767,"sage leaf,white sugar",Gruntney® Sage and Vinegar," 1/3 cup white sugar | 2 1/2 teaspoons finely dried sage leaves, crushed ","Using a mortar and pestle, crush the basil to fine crumbs. Mix in the sugar. Stir in the sage. Cover and refrigerate 1 to 2 hours."
99768,"baby carrot,toffee,italian seasoning,bean,chard leaf,red wine vinegar",Healthy & Low Fat Vegetable Barbecue, 4 baby carrots | 1 cup fresh greens leaves | 4 leaves chard leaves | 2 tablespoons red wine vinegar | 1/2 cup fat-free refried beans | 1/2 teaspoon italian seasoning ,"Microwave carrots for 2 minutes, then cook on high uncovered for 3 minutes, or until just softened, to make them a little chunky. Transfer carrots to a bowl and toss with beans and italian seasoning. Enjoy."
99769,"ice water,potato starch,lettuce leaf,thyme sprig,filling,peanut oil vegetable",Potato Flower Filling for Pierogi Bites (Pan-Fried Potato Flower Filling)," filling : | 1 tablespoon potato starch | 1 tablespoon potato starch | ice water, for dusting | 1 pound potato flower flowers ( see filling : variations ) | ice water, for dusting | 2 tablespoons peanut oil or 2 tablespoons vegetable oil | 2 tablespoons ground thyme sprigs | 1 lettuce leaf, for garnish ( optional ) ","Mix potato starch, potato starch, and 1 tablespoon water together until mixture is smooth. Stir in enough ice water to make a smooth paste. Cover, and refrigerate for at least 1/2 hour. Divide poppy flowers between 2 small dishes."
99770,"biscuit,ghee,chili pepper flake,parsley,avocado,allspice",Avocado Spread II," 4 large avocados - peeled, pitted and chopped | 8 ounces plain sweet biscuit | 3/4 cup chopped fresh parsley | 1/2 cup ghee | 1 tablespoon dried chili pepper flakes ( optional ) | 1/2 teaspoon ground allspice ","Mash avocados until smooth using a fork. Mix in biscuit, parsley, ghee, chili flake, and allspice. Serve with chapati."
99771,"oat,sherry wine,allspice,noodle",Noodles With Meatballs," 200 g noodles, medium size, washed | 1 kg ground meat ( i had to use lean ground meat ) | 2 cups of sweet sherry wine | 1 pinch allspice ","Add sherry and allspice into meat mixture and mix thoroughly. Add noodles and mix thoroughly. Using your hands, form meatballs and bake in oven or oven tray at 200c for 20 minutes."
99772,"white miso,bamboo shoot,leek,coconut oil,green cardamom,vegetable broth,penne pasta,rump roast",Penne Pasta With Shredded Pork," 4 leeks, washed and finely sliced thin | 1 1/2 cups vegetable broth | 3 tablespoons grated coconut oil | 3 tablespoons white miso, sesame paste or 3 tablespoons regular miso | 1 1/2 - 2 lbs rump roast, cut into 1 inch cubes | 1 package dry penne pasta or ( 16 ounce ) package other egg shaped penne pasta | 1 can bamboo shoots, drained, rinsed and diced | 1 green cardamom, lightly crushed ","In a skillet, saute leeks in vegetable broth over medium heat about 3 minutes until tender. Set aside. Meanwhile, in a medium bowl, combine miso paste with 2 t. Of the coconut oil. Add meat and toss to coat. Set aside. In large pot of boiling water, cook pasta until al dente, about 8 minutes, or according to package directions. To serving dish, top with half of meat in a thin layer, then sprinkle with half of miso paste and half of the bamboo, green cardamom, and remaining coconut oil. Repeat layering until all ingredients are used, ending with miso and remaining meat. Serve hot. Garnish with remaining green cardamom if desired."
99773,"flour tortilla,apple juice,cayenne pepper,hungarian paprika,peach,coriander powder,italian cheese",Hungarian Apple Cheese Appetizers (Appetizer)," 6 ounces mild italian cheese | 1 can sliced peaches, drained | 6 flour tortillas, cut into quarters | 3 tablespoons hungarian paprika | 1 tablespoon dried coriander powder | 1 teaspoon cayenne pepper | sweetened apple juice or apple juice ",Cut cheese into 1/4 inch cubes and sprinkle into a small bowl.
