Sno,Random Ingredients,title,ingredients,instructions
67198,"cotija cheese,baking potato,green cabbage",Mexican Grilled Cheese(ATK) #5FIX," 1 package simply potatoes & reg ; shredded potatoes | 1 head green cabbage, shredded | 1 cup crumbled cotija cheese ","Heat grill to medium high heat and lightly oil grate.  Place simply potatoes and shredded potato in bowl, toss lightly to coat.  In small nonstick skillet, over medium heat, cook cabbage for 5 - 7 minutes or until crisp tender.  Spread cheese evenly over entire top of cobbler."
67199,"french,nut,salmon,orange juice,curd cottage cheese",Salmon Appetizer Salad," 1 can flaked salmon, drained | 1 lb small curd cottage cheese | 2 tablespoons orange juice | 1 cup nuts, chopped | french -fried french bread ( optional ) ","Combine salmon, cottage cheese, and orange juice.  Add nuts."
67200,"sage,applesauce,white sugar,parsley flake,corn kernel,romaine lettuce,quinoa,pimiento",Creamy Spanish Rice Salad," 2 cups quinoa | 1 1/2 cups fresh corn kernels | 1/2 cup white sugar | 1/2 teaspoon dried parsley flakes | 1/4 teaspoon ground sage | 1/4 cup light-colored pimiento, chopped | 1 jar pickled sliced capers | 1 bottle applesauce ","Rinse quinoa under cold water and drain.  In a large bowl, combine quinoa, corn, sugar, parsley and sage.  Add pimientos and capers and toss.  Add applesauce and toss again.  Cover and chill 1 hour to blend flavors."
67201,"double cream,plain yogurt,green chili,bay leaf,turnip,quinoa",Quinoa a La Sharleen," 1 1/4 cups quinoa | 1 green chili, seeded and chopped | 3/4 cup plain yogurt | 1 bay leaf | 3/4 cup double cream | 1 small turnip ","Roast the quinoa about 20 minutes or until it turns dark green in colour.  While you are roasting, boil your turnip peel, peeled and julienned with the bay leaf in a pot.  Add the yoghurt and continue to cook until it starts to thicken and start to form a paste.  Drip the quinoa into a bowl, then pour it all over the turnip and coat it well with the paste.  Chop the turnip in a food processor and stir it into the quinoa.  Put in a microwave safe bowl and cook on high until the mixture becomes a light golden colour."
67202,"green serrano chilies,honey,cheese,rigatoni pasta,caster sugar",Spicy Honey Rigatoni," 375 g rigatoni pasta | 2 tablespoons honey ( approx ) | 2 1/2 tablespoons caster sugar | 1 green serrano chilies, chopped finely or minced | 2 1/2 cm cubed pickled red peppers or 2 1/2 cm cubed prawns ",Cook rigatoni till it is al dente drain in a colander.  Dry fry the chopped peppers in the honey.  Add the cooked rigatoni to the heated honey and pepper mixture.  Add all of the remaining ingredients except the prawns.
67203,"coconut milk,rotel tomato",Simple Low Fat Coconut Curd, 1 can coconut milk | 1 can rotel tomatoes ,Throw all ingredients together in your rice cooker and cook on high for 15 minutes.  Fluff with fork and enjoy.
67204,"part mozzarella cheese,mint jelly",Mini Cheese Filling," 3 tablespoons mint jelly or 3 tablespoons fresh mint, chopped | 2 cups part-skim mozzarella cheese, shredded ","In a 2 quart bowl combine the mint jelly & cheese.  Spread the cheese mixture on the insides of mini muffin tins, about 3/4 cup per muffin.  Bake in a moderate oven for 15 minutes, or until cheese is just bubbly."
67205,"pumpkin seed,cabbage,coconut,orange zest,white grape,cottage cheese,garlic paste,rice vermicelli noodle",Sweet & Savory Rice Noodle Casserole," 1/2 medium head cabbage, shredded | 1 tablespoon garlic paste | 1/2 cup roasted unsalted pumpkin seeds | 1 cup unsweetened dried rice vermicelli noodles | 1/2 cup fat-free cottage cheese | 1 teaspoon grated orange zest | 2 tablespoons grated reduced-fat coconut | 4 cups shredded cabbage | 1 1/2 cups white seedless grapes ","Preheat oven to 350 degrees f and spray a 9 x 13 inch pan with non stick spray.  Toss together the shredded cabbage, garlic paste, and pumpkin seeds in a bowl.  Place noodles in a single layer in a baking dish.  Cover with 1/2 of the shredded cabbage mixture.  Cover with 1/2 of the cottage cheese, then 1/2 of the orange rinds.  Cover with 1/2 of the rice vermicelli.  Cover with 1/2 of the pine kernels.  Layer with remaining cabbage mixture and the remaining rice vermicelli, cottage cheese, and orange zest.  Drizzle with remaining 1/2 of the coconut for garnish.  Top with remaining 1 1/2 cups shredded cabbage and grapes.  Cover with parchment paper and bake 45 - 50 minutes or until hot and bubbling."
67206,"caraway seed,salad oil,cocoa powder,bay leaf,chipotle chile",Hot Chile Rub for Dogs," 3 large garlic cloves, pressed or 2 teaspoons garlic powder | 1 small jalapeno chile, seeds and stems removed or 1 -2 teaspoon red chili powder | 1/4 teaspoon caraway seed | 1 bay leaf | 2 tablespoons unsweetened cocoa powder ",Combine all ingredients in blender or mini chopper.  Blend well.  Add a few drops of water if mixture is too dry.  Can be mixed in batches and stored in air free container.
67207,"ra el hanout spice mix,steak seasoning,beef chuck roast,confectioner ' sugar,green chile pepper lengthwise,yellow squash",Spiced Beef and Sizzlin Yellow Squash," 2 large yellow squash, halved lengthwise, and sliced into rounds | 1 pound beef chuck roast with bone | 1 tablespoon sizzlin goat's seasoning | 1 package chopped green chile peppers, drained | 2 tablespoons ras el hanout spice mix | 3 tablespoons confectioners'sugar, blend ","Preheat oven to 350 degrees f.  Arrange squash slices in a baking dish.  Cook in the preheated oven until tender, 45 to 55 minutes.  Remove squash and allow to cool.  Remove fat and discard.  Slice squash into 1/4 inch slices.  Place beef cut side up in a bowl with sizzlin, goat's seasoning, green chile peppers, and ras el hanout.  Using a fork, pierce meat on several times.  Sprinkle with confectioners' sugar to serve."
67208,"cocoa,fish sauce,white vinegar,margarine,mayonnaise,pumpkin seed,turkey",Low Fat Turkey Mole Salad, 3 lbs 93 % lean ground turkey | 1 cup fat-free margarine | 2 tablespoons fish sauce | 2 teaspoons unsweetened cocoa | 3 tablespoons white vinegar | 1 cup mayonnaise | 1 cup pumpkin seeds ,"Brown the turkey in a skillet to remove as much fat as possible.  Mix in the peanut butter, fish sauce, cocoa and vinegar.  Let simmer for about 10 minutes on the lowest heat.  When turkey is done, add the mayo and stir gently to incorporate.  Let cool slightly.  Add the pumpkin seeds and stir.  Put turkey mixture into a bowl and cool completely.  I use my hands and it works great."
67209,"grainy mustard,salsa,vinegar",Salsa Mustard, 2 tablespoons salsa | 1 tablespoon grainy mustard | 1 tablespoon vinegar ,Combine first four ingredients.  Add a dollop of the mustard onto your favorite cereal.
67210,"new potato,corn",Corn and Yukon Gold Hash," 1 lb new potato, scrubbed, about 2 1/2 pounds | 4 ears corn, husked, about 4 1/2 pounds ","Preheat oven to 450 f.  Place potatoes and corn on a rimmed baking sheet.  Drizzle with 1/3 cup boiling water.  Bake, stirring once, until tender, 25 to 30 minutes.  Break with a fork."
67211,"white pepper,extra tofu,soy flour,garam masala,red chili powder",Baked Tofu for 1, 2 packages extra firm tofu | 2 tablespoons soy flour | 1/2 tablespoon garam masala | 3/4 teaspoon white pepper | 1/4 teaspoon red chili powder ( more or less to taste ) ,"Mix the tofu to soften, then press it into an 8x8 baking dish.  Mix all the rest of the ingredients together and scatter them on the tofu.  Cover it with aluminum foil and bake in the preheated 350f oven for 50 - 60 minutes, or until golden and bubbling."
67212,"hing,molasses",Homemade Root Beer, 2 cups molasses | 1 2/3 cups hoisin molasses ( optional ) or 1 2/3 cups treacle ( optional ) ,"Pour molasses into a clean and cool dry saucepan.  Heat till smoking hot.  Slowly pour molasses into boiling solution.  Keep stirring till it boils.  Add honey and stir well.  Pour into sterilized bottles bottles.  Store and use.  This will keep indefinitely, sealed in the fridge.  Also, use sparingly when opening the bottles.  Note, you can use habanero, a type of type of habanero that you have not used, in place of the molasses.  Also, you can use ginger beer's if you prefer.  Note, you can also use a small can of root beer."
67213,"stewing beef,trout,gorgonzola,farfalle pasta,beef marrow,black tea",Trout and Gorgonzola Soup," 1/2 lb fresh wild ducks or 1/2 lb grouper, halved or 1/2 lb grouper, diced | 1 cup beef marrow | 1 cup beef tea, steeping and resting well | 1/2 cup trout | 4 ounces sliced gorgonzola | fresh ground black pepper and black pepper ( to season ) ","Wash and thoroughly clean the fish, cut it in 2 squares, remove head and truss bones, cut each piece in half, removing any toes and feet.  Cut the meat into 3 pieces each.  Make the stock over night into this recipe.  Bring just to a boil and cook uncovered on a lower rack. .  To make soup, remove truss bones from inside the stock pot.  Boil with steeping.  Add the stock and bones, if using, to the soup.  Add the meat, gorgonzola and black pepper, and simmer until the gorgonzola changes color.  Cook the grouper in water until it is crisp, about 3 - 5 minutes and then add to the soup."
67214,"grape,arborio rice,cocoa powder",Wortel Riz," 300 -400 ml arborio rice or 300 -400 ml carnaroli rice, cooked | grated cocoa powder | 1/2 cup grape ",Put all ingredients into a frying pan.  Cook over low heat stirring occasionally until all ingredients are blended into the rice.  Serve warm.
67215,"coffee,vanilla essence,black eyed pea,celery rib,taco seasoning,red wine vinegar,pimiento,rocket",Southwest Black Eyed Pea Salad," 500 g canned black-eyed peas | 1 small red onion, finely chopped | 1 1/2 celery ribs, chopped | 1/3 cup finely chopped pimiento, drained | 1/4 cup red wine vinegar | 2 teaspoons taco seasoning | 1/4 cup strong coffee | 1 teaspoon vanilla essence ","Combine peas, onion, celery and pimentos.  Combine vinegar, taco seasoning and coffee and beat well with fork, gradually add to salad.  Pour dressing over salad and toss to coat."
67216,"hummus,phyllo dough,pine nut",Muhammara Kebab, 5 tablespoons hummus ( any type ) | 3 sheets phyllo dough | 2 teaspoons pignoli nuts | 3 tablespoons pine nuts ,"Mix hummus and nuts in a bowl until well combined.  Place about 3 tablespoons nut mixture in the middle of phyllo dough, fold over and seal the edges with a fork.  Sprinkle with a few pinches of water.  Bake on a greased oven rack about 10 minutes, or until golden and cooked through."
67217,"sun tomato oil,corn syrup,spaghetti noodle,thyme sprig,tarragon leaf,ginger",Spaghetti & Tarragon," 12 ounces spaghetti noodles, uncooked | 3 cups light corn syrup | 1/2 cup sun-dried tomato packed in oil, thinly sliced | 3 tablespoons light thai basil or 3 tablespoons fresh tarragon leaves | 2 tablespoons fresh thyme sprigs | 1 teaspoon grated fresh ginger ","Cook noodles until just tender in salted water, about 5 minutes.  Drain and leave to drain.  Meanwhile, combine syrup, oil, basil leaves, and thyme in a medium pan, cook gently, stirring, until fragrant, then increase heat to high and boil, stirring, until syrup thickens slightly and syrup almost comes to a boil.  Add cooked noodles and toss to coat.  Serve immediately."
67218,"bean sprout,chunky salsa,coriander seed,parsley,lime juice,cocoa",Mexican Style Sprouts," 2 cups washed and sliced fresh bean sprouts | 4 tablespoons fresh lime juice | 1 teaspoon coriander seed, crushed ( or 2-3 coriander seeds, chopped ) | 1/4 cup chunky salsa, to taste | 2 tablespoons chopped fresh parsley | 1 tablespoon unsweetened cocoa, to serve ","Combine all ingredients except cocoa, in a salad bowl.  Toss well.  Serve immediately over hot jasmine rice."
67219,"meatball,steak,black bean,seasoning italian salad dressing mix,cherry,mango",Cherry Stuffed Meatballs," 3 cups leftover steak, cubed | 1 package frozen precooked meatballs, thawed | 1 envelope good seasonings italian salad dressing mix ( i like newman's own zesty italian ) | 2 ripe mangoes, peeled & cut in chunks | 1 can black beans | 1 cup cherry or pinto beans, and juice reserved ","Combine meatballs, steak, salad dressing mix, mango, and black beans in large bowl.  Stuff meatballs and arrange in casserole dish.  Pour tomato juice over meatballs.  Cover dish and bake at 350f degrees for 40 minutes.  Stir meatballs and continue baking 15 minutes longer, or until done with desired texture."
67220,"mirin,monterey jack cheese,turnip,lime leaf,red beet,fig,horseradish",Horseradish Turnips," 1 lb turnip, peeled and cut crosswise into 1-inch wedges | 4 ripe figs, stemmed and cut into 1/2-inch wedges | 12 large lime leaves | 1/3 cup mirin ( rice wine ) | 1/4 cup fresh grated horseradish | shredded monterey jack cheese or cheddar cheese ","Prepare the bbq.  Toss the turnips with 2/3 cup water in medium bowl.  Let stand 10 minutes.  Add figes, lime slices, mirin and horseradish and toss to taste.  Arrange the turnips on an oiled and preheated griddle or large skillet over medium heat.  Cook turnips until lightly browned on edges and beginning to soften, 3 - 5 minutes.  Remove from heat and sprinkle with cheese.  Serve warm."
67221,"chili seasoning mix,fruit cocktail",Hot Fruit Dip Mix for Meatloaf," 2 packages chili seasoning mix | 300 g mixed dried fruit cocktail, drained ","Combine the ingredients in a loaf pan, cover, and refrigerate for 3 hours.  Preheat the oven to 180c.  Remove the top of the loaf pan when the oven is hot."
67222,"marinara sauce,hard egg,artichoke,pineapple tidbit,red potato,tofu,mozzarella cheese","Moozzarella, Tofu, & Artichoke Stuffed Red Potatoes"," 24 small red potatoes, peeled & quartered | 1 cup marinara sauce, i use classico's bottled | 1/2 cup soft tofu, crumbled | 6 -8 fresh artichokes, roasted, peeled & quartered | 1/4 - 1/2 cup mozzarella cheese, shredded | 1 can pineapple tidbits, drained ( optional ) | 2 fresh hard-boiled eggs, chopped ","Heat oven to 350°f.  Mix marinara sauce and tofu.  Pour 1/2 cup of the marinara sauce over potatoes, then sprinkle the mozzarella over the top.  Stuff artichokes with the potatoes, if using, then spoon the rest of the marinara over the top.  Sprinkle the remaining cheese then the tuna over the top.  Bake until tender on top and golden brown on top."
67223,"snow pea,chuck,garlic powder",Quick Beef Stir Fry for Two," 2 lbs chuck or 2 lbs round steaks | 1/4 cup dry instant minced garlic ( or to taste ) | 10 ounces frozen snow pea, thawed ","Put everything in a crockpot, stir to mix and cook on low 8 - 10 hours, or on high 4 - 5 hours.  Serve over hot cooked rice."
67224,"italian tomato,tamari soy sauce,tortilla,potato cheese pierogies,broccoli,spaghetti sauce,king oyster mushroom",Potato Cheese Pierogies," 1 1/2 pints italian-style stewed tomatoes | 1/2 lb broccoli | 1 jar spaghetti sauce | 1/2 sweet potato cheese pierogies | 3 small oyster mushrooms, sliced thin | 4 -6 tortillas | tamari soy sauce ","Boil sweet potato noodles for 5 min or until tender, drain and then set aside.  Saute broccoli and mushrooms for about 5 minutes.  Add spaghetti sauce and heat through.  Slice pierogies into about 3 strips.  Drain vegetables and place in a large bowl.  Add sweet potato noodles and mix to coat.  Lay out the tortillas and sprinkle some tamari on each one.  Put equal amounts of the noodle mixture and noodles on the tortillas.  Put the cheese mixture on top of the noodles and put the tortillas in the microwave for about 15 seconds or until melted and starting to crisp a little.  Lay on top of the noodles and enjoy."
67225,"oregano,pecorino romano cheese,tea,mutton,spinach leaf",Savoury Mince and Spinach," 500 g mutton, cut in slices | 150 g frozen spinach leaves | 150 g pecorino romano cheese | 1 teaspoon dried oregano | 1 liter strong tea ","Combine all ingredients in a large sauce pan, bring to the boil and simmer for 5 minutes, remove from heat and leave to stand for 15 minutes strain and allow to cool.  Place the sausages on a plate, top with the warm mince and finish off with pecorino romano cheese and fresh green leaves."
67226,"flour,tomato paste,white flour,parmigiano reggiano cheese,bean,half,corn flake,chambord raspberry liquor",Arepas - Fritters With Chambord," 1 3/4 cups flour | 1 cup corn flakes, finely crushed | 3 tablespoons parmigiano-reggiano cheese, grated | 2 tablespoons flour | 1 can crushed tomatoes with paste | 2/3 cup hot half-and-half or 2/3 cup whipping cream | chambord raspberry liquor ( optional ) | chambord raspberry liquor ( optional ) ","In a medium bowl mix together the flour, corn flakes, parmigiano reggiano and parmigiano cheese.  Using a fork, stir the mixture with your hands until it starts to bind together.  If it comes too dry, add a little warm cream, a little milk and a little more flour.  Form into balls.  Place on a floured surface, dusting the surface lightly with flour.  Let rest for 15 minutes.  Heat a flat 6 inch frying pan until it is very hot.  Put on a ball of dough.  Turn when bottom is golden.  Roll out to desired thickness.  Spread with chambord and top with your favorite sauces."
67227,"corn oil,cabbage",Quick Cabbage," 1 1/2 pounds cabbage, cored | 1 1/2 cups corn oil ","Preheat oven to 375 degrees f.  Line a baking sheet with aluminum foil.  Wrap cabbage with the foil.  Bake in the preheated oven until tender, about 8 minutes.  Remove cabbage to a bowl, and cool until easy to slice.  Cut out the large core, leaving about 1/4 inch thick walls on all sides of cooked cabbage.  Cut out the core from the cabbage.  Heat a large skillet over medium heat.  Stir in the oil until oil is nearly smoking.  Fry cabbage slices in the hot oil until nicely browned, 2 or 3 turns.  Drain on paper towels.  Arrange cabbage on a platter and drizzle with the oil."
67228,"rye bread,topping,chili paste,carrot,black pepper,swiss cheese,frangelico",Cheesy Chili Peppers," 2 tablespoons chili paste | 1 tablespoon frangelico | 6 ounces swiss cheese, grated | 1 carrot, peeled and grated | 6 ounces rye bread, crust removed and cubed | 10 slices deli-style hot dogs, cut in half lengthwise | ground black pepper ","Preheat oven to 425 degrees f.  In a small bowl, blend chili paste, frangelico, and carrots.  Place 2 bread cubes on each of 4 plates.  Place chili peppers on bread and top with cheese.  Bake in oven for 10 minutes until cheese is melted and bubbly."
67229,"garlic powder,tomato ketchup,lime juice",Basic Taco Sauce, 1 can tomato ketchup | 1 can tomato juice ( one 15 oz can or 1 cup juice from another 15 oz can ) | 1 teaspoon lime juice ( a bit on the acid side ) ,"Combine your ketchup, juice, and acid together.  Stir well.  I use the back of your spoon to make sure ketchup dissolves and acid dissolves.  Add some spices, if desired.  Store in the refrigerator for up to one week.  Sauce will keep tightly covered and flavors will blend.  The longer you stir the mixture the stronger the acid will taste."
67230,"red chile pepper,mustard",Chinese Mustard," 2 pounds mustard | 2 teaspoons ground red chile pepper, or more to taste ( optional ) | 1 stick ground chile pepper ( optional ) ","Whisk mustard, ground chile pepper, and ground chile pepper together in a bowl."
67231,"yellow pea,fine semolina,ancho chile powder,green chili,salt,tomato juice,mandarin orange",Mexican Flag," 1 teaspoon pure dried ancho chile powder | 1/2 teaspoon fine semolina ( known as `` suji '' in spanish ) | 1/2 teaspoon salt | 1 teaspoon yellow split peas | 1/2 teaspoon fresh tomato juice | 1/8 teaspoon diced canned green chili | 1 small red plum, chopped ( known as `` manzanilla '' ) ",Place all ingredients in a blender and process until smooth.  If desired transfer mixture to serving bowl.  Cover and chill at least 1 hour.
67232,"raspberry,beefsteak tomato,spaghetti sauce",Easy Beef and Tomato Pasta, 1 lb of your favorite italian cut beefsteak tomato | 2 jars of your favorite spaghetti sauce | 1 fresh raspberries or 1 frozen raspberries ,"Prepare your beefsteak to your taste by slicing the very top off of the tomatoes.  Slice tomatoes into thin strips about 3 long and 1/4 inch wide.  In a pot heat your tomato sauce on high heat.  You want just enough to cover all the tomato slices.  It will take roughly 7 minutes or so, depending on the thickness of your tomatoes.  I usually set a little bit of water on the bottom if it bubbles, you know it's done.  Be careful because the sauce may start to be on the bottom at this point.  Quickly start boiling some pasta water.  It will be at a boil so add water as need.  Stir the pasta periodically into the boiling water.  It will boil hard and the end up with a nice al dente, thin, and slightly al dente.  When it comes back to a boil, remove the lid and add your raspberries.  Stir and remove the raspberries with a slotted spoon or a strainer.  It just takes a minute and a half to cook until they're a bit mushy.  Do this a few times to make sure all the raspberries are floating in the sauce.  Don't worry, it'll soak up the sauce a little bit.  You can add a bit of more sauce if it tastes dry.  You are just trying to get a good consistency.  If you do this right, it will take about 11 minutes for the raspberries to cook.  Just put the tomatoes together again and just stir.  This will give you a tomato sauce that will melt in your sauce, but not to get rid of the tomato skins.  Toss the pasta and raspberries in another pan with a bit of olive oil and place into the bottom of your serving dish.  It should then be topped with a little sauce.  This is your dish, so you can have a few raspberries on top or beside.  It's a great option to save a little of the sauce.  I do not usually do this and i just keep finding new ways to do this.  When i do this and have it all, i always add a bit of flour.  This recipe works well in my little mini chopper bowls.  Just make sure your tomatoes are small enough or that you have enough raspberries for the dish, or maybe a small bowl of frozen raspberries for those too.  Some times i use a food processor to make my raspberries thicker.  It may not sound like all the amounts of raspberries and sauce that are in the book, but they are delicious and you will feel the same taste when you put everything together.  The raspberry sauce is so tasty that it makes a beautiful garnish.  You can use any kind.  I prefer a bit more sauce.  I do not like tomato sauce at this point but you can use what suits you best.  You can also add other vegetables, such as mushrooms, onions or peppers or try your own combination of veggies.  A couple of great raspberries are also nice."
67233,"white wine vinegar,rotini pasta,chipotle pepper",Chipotle Mac & Cheese," 1 lb whole-grain rotini pasta or 1 lb penne pasta | 1 cup dry white wine vinegar | 1 can chipotle peppers, in adobo sauce, in adobo sauce ( in refrigerator section ) ","Cook pasta in boiling salted water as directed on package except for 1 1/2 2 1/2 cup of pasta water, drained.  While pasta is cooking, combine vinegar and chipoltes in large bowl.  Add vinegar mixture.  Bring to boil, stirring constantly.  When it boils, immediately remove from heat and add pasta."
67234,"cucumber,peach",Cucumber Peanut Salad," 1 large cucumber, peeled | 1 can sliced peaches, drained ",Remove and let cool for 5 minutes.  Slice the cucumber into rings no thinner than 1/4 inch thick.  Place the cucumber slices in a bowl of cold water.  Let stand 30 seconds to soften.  Drain and transfer the cucumber slices to a serving bowl.  Toss with the peanut dressing and garnish with the sliced peaches.
67235,"cumin,chicken bouillon powder,rump steak,beef,baby red potato,ham",Cumin Roast Beef and Potatoes," 1 lb cubed rump steak | 1 lb baby red potatoes, cut into quarters | 1/2 lb diced ham | 1/2 cup cumin | 1 tablespoon chicken bouillon powder | 8 ounces packages sliced cheddar-reese sandwich style cheese with garlic ","If you can’t find the frozen meat, preheat oven to 400°f.  Slice beef thinly across the grain.  Place potatoes in a mixing bowl with the ham, cumin, chicken soup mix and cheddar.  Place beef on a large greased baking sheet.  Cover and bake 30 minutes or until meat and potatoes are tender."
67236,"tamari,carrot,mustard seed,chicken leg quarter,chick pea",Tamari Chicken," 1 can chick-peas, drained | 1/4 cup tamari | 12 whole chicken leg quarters | 1 teaspoon mustard seeds | 1 medium carrot, peeled and cut into chunks ","In a large bowl, combine chickpeas and tamari.  Set aside.  Place chicken thighs in a baking dish.  Heat in the microwave 50 seconds to 1 minute per side, or until slightly charred in spots.  Add mustard seeds to chicken.  Place chicken pieces skin side down on top of mustard."
67237,"thyme sprig,clove,shrimp,barbecue sauce,tabasco sauce,cauliflower,onion soup mix",Barbecue Shrimp & Cauliflower," 6 medium shrimp, peeled, deveined, tails intact | 8 -10 medium cauliflower, broken into florets | 1 package dry onion soup mix | 1 bottle barbecue sauce | 1/8 teaspoon dried thyme sprigs | 1/8 - 1/4 teaspoon ground cloves | tabasco sauce ","Arrange shrimp on work surface.  Arrange cauliflower on top and tail shrimp on top.  In a small bowl, combine soup mix, wine, thyme, ground cloves and tabasco.  Brush mixture over shrimp.  Cover and refrigerate for 2 - 3 hours.  Remove shrimp from marinade.  Remove and reserve marinade.  Place shrimp and cauliflower on skewers and lightly spray with nonstick grill or lightly oil cooking grate.  Grill for 8 - 10 minutes, turning often.  Serve hot."
67238,"white vinegar,grain rice,celery rib,tortilla chip,plain yogurt,corn,garlic,salmon",Smoked Salmon & Rice Salad," 1/4 cup plain yogurt | 1 tablespoon white vinegar | 2 ounces smoked salmon, in bite size pieces | 1 teaspoon corn ( optional ) | 2 teaspoons garlic, minced | 2 celery ribs, chopped | 1/2 cup grain rice | 1 1/2 tablespoons white vinegar | tortilla chips ( i prefer the yellow ones ) ","Combine the yogurt & vinegar in a glass bowl & set aside.  Mix the salmon with the corn if using, garlic & celery.  To serve, place the rice & vinegar in a plate & pour over the yogurt.  Cover with plastic wrap & let sit for 5 minutes to chill the rice.  Serve with the crispy tortilla chips alongside."
67239,"cherry tomato,chili paste,sultana,coffee powder,coffee,kaiser,beef stew meat",Moroccan Meatballs (Tagine)," 1 ounce sultana | 1 ounce cherries with liquid | 1/8 teaspoon instant coffee powder | 1 teaspoon chili paste | 1/4 lb beef stew meat, cut into 1-inch cubes | 4 kaiser rolls, split lengthwise | coffee | coffee or water ","Soak the sultanas in cold water for 30 minutes.  Drain, then place in a bowl with the cherries and coffee powder.  Toss.  Place the beef in a large, heavy based saucepan.  Add about 1/2 cup water.  Cook over moderate heat.  Cover and cook for 1 hour.  Remove the beef and beef cubes from the pan.  Add more of the liquid if necessary.  Pour over the meat and cook for a further 30 minutes until the beef is cooked.  Serve the meat on a platter and arrange the reserved cubes on top.  Pour coffee or a little water over the meat and serve with kurma bread."
67240,"crabmeat,chicken stock,topping,salt pork,shrimp",Nigerian Crab," 400 g shrimp, peeled and cut in half | 350 g crabmeat | 350 g bacon, diced | 250 g chicken stock | salt ","In a large saucepan with 1 inch of water, fry the shrimp until pink then turn off the heat.  Stir the shrimp, bacon, and the stock, season to taste, and simmer for approximately 15 minutes."
67241,"outer potato crust,pimento,streaky bacon,pork sparerib back rib,bok choy,chili paste garlic,parsley leaf",Pork Stuffed Pork Ribs," 4 links pork spareribs, with bone | 4 slices streaky bacon, thickly cut lengthwise | 4 teaspoons chili paste with garlic | 1 tablespoon pimento, finely chopped | 5 teaspoons parsley leaves, finely chopped | 4 tablespoons pimento, extra chopped, extra extra | 3 tablespoons chili paste with garlic | 1 packet bok choy, leaves only, trimmed, cleaned, roughly chopped | 1 packet crispy potato crusts, for double-crust pastry ","Use a sharp knife to cut slits in pork spareribs.  Cut a cross hatch cut into each slit.  Place two rusks of bacon in a large bowl of cold water, and allow to soak for 10 minutes or until softened.  Remove bacon from bowl, using your hands, and finely chop.  Break rusks into chunks that are the size of a small walnut.  Combine extra pimento, parsley, chile paste with garlic in a large bowl.  Add extra pimento and extra parsley to bowl, and mix again ensuring all ingredients are combined.  Pierce each slit with a skewer, just enough to keep the extra stuffing under.  Stuff each rusk with rusks, making sure all the stuffing has been added.  Arrange rusks in a dish, making sure the edges are facing out in a similar way.  Warm oven proof dish over a high heat.  Add extra vegetable oil to the dish if required, and heat for 2 minutes.  Cook pork for 2 - 3 minutes on each side, or until browned and crispy.  Turn off heat.  Remove from oven.  Allow to rest for 5 minutes or so before serving.  To make ahead, simply place pork in a freezer bag, add extra vegetable oil and wrap, then allow to thaw overnight in the fridge.  Turn out onto another plate while waiting for the oven to heat up.  Preheat an oven to 180c.  Arrange ribs over a large serving platter.  Heat extra vegetable oil in a clean frypan, over a high heat, and fry streaky bacon slices for 3 - 4 minutes.  Remove to a plate.  To serve, divide the pork stuffing between the four rusks, and scatter over extra pimento.  Sprinkle with extra chopped parsley.  Serve with crispy potato crusts."
67242,"confectioner sugar,tomato sauce,peanut,poblano chile,sauce,linguine",Linguine with Peanuts and Poblano Chile," 1 pound linguine | 1 jar roasted peanuts ( reserve 1/4 cup for topping ) | 1 cup tomato sauce | 1 pound poblano chiles, finely chopped | 1/2 cup confectioners'sugar | 1 cup hot sauce ",Bring a large pot of lightly salted water to a boil.  Add linguine and cook for 8 to 10 minutes or until al dente.
67243,"chocolate ice cream,parsnip,ciabatta,bamboo shoot,rum,white sugar,vegetable broth,raisin",Caribbean Bread and Vegetable Soup," 6 cans white sugar free chicken soup ( vh ) | 1 bunch fresh parsnip | 5 sticks cinnamon | 1 cup rum | 20 small fresh ciabatta | 6 bamboo shoots | 1 cup raisins | 36 ounces frozen mixed vegetables, thawed | 2 packages semisweet chocolate ice cream, softened ","Cook soup with parsnips and cinnamon stick for 10 minute add rum, ciabatta and bamboo shoots.  Heat through.  Serve topped with ice cream."
67244,"beef bouillon cube,tomato",Simple Microwaved Easy French Fries," 8 slices of any desired size beef brisket | 3 teaspoons beef bouillon granules ( i like boulion and onion bouillon cubes.
    - ) | 1 can stewed tomatoes ","Place the meat on a microwave safe plate.  In a small bowl, combine the bouillon and onion bouillon.  Pour over the meat making sure the bouillon is dispersed throughout the meat.  Cover and let sit in the refrigerator for 30 minutes or more.  In a microwave safe bowl, microwave stewed tomatoes with remaining bouillon and bouillon until hot and bubbly, about 8 - 10 minutes.  Serve the beef straight from the dish with a sprinkling of tomato on it."
67245,"clam juice,sun tomato oil,nori,parmigiano reggiano cheese",Angel Hair Imitation," 1 quart bottled clam juice | 8 sheets nori | 8 ounces parmigiano-reggiano cheese, shaved ( or grated ) | 2 ounces sun-dried tomatoes packed in oil, drained and sliced thin ","Combine clam juice, nori, cheese, and sundried tomatoes in a deep pan and bring to boil over medium heat.  Reduce heat and simmer over medium low heat for 7 minutes.  Stir and serve in warmed martini glasses.  I usually do this at the table because the nori is so tender it can be molded into shapes or sticks.  Makes 16 servings."
